time,seconds_elapsed,z,y,x
1784098586808423400,0.08542333984375,8.746050834655762,4.180950164794922,0.11700000613927841
1784098586818508300,0.09550830078125,8.779950141906738,4.1770501136779785,0.06705000251531601
1784098586828527600,0.105527587890625,8.73900032043457,4.150050163269043,0.08295000344514847
1784098586838677800,0.115677734375,8.655000686645508,4.122000217437744,0.18405000865459442
1784098586848762400,0.125762451171875,8.526000022888184,4.1170501708984375,0.30105000734329224
1784098586858770700,0.135770751953125,8.21505069732666,4.168950080871582,0.42600002884864807
1784098586868932000,0.14593212890625,7.948950290679932,4.258049964904785,0.4069500267505646
1784098586878912300,0.155912353515625,7.9800004959106445,4.300950050354004,0.16005000472068787
1784098586889101300,0.166101318359375,8.104949951171875,4.308000087738037,-0.016050001606345177
1784098586899114800,0.17611474609375,7.873050212860107,4.3969502449035645,-0.09495000541210175
1784098586909270800,0.186270751953125,7.573050498962402,4.603050231933594,-0.1360500007867813
1784098586919256600,0.196256591796875,7.903950214385986,4.693950176239014,0.032999999821186066
1784098586929327400,0.206327392578125,8.383049964904785,4.52400016784668,0.39195001125335693
1784098586939525000,0.216525146484375,8.679000854492188,4.371000289916992,0.7270500063896179
1784098586949530000,0.226530029296875,8.208000183105469,4.210050106048584,1.0270500183105469
1784098586959601000,0.236600830078125,7.659000396728516,3.9160501956939697,1.4310001134872437
1784098586969671700,0.246671630859375,7.855950355529785,3.4459502696990967,1.6990500688552856
1784098586979742500,0.256742431640625,7.92495059967041,3.2860500812530518,1.443000078201294
1784098586989874200,0.266874267578125,8.112000465393066,3.3169500827789307,0.7699500322341919
1784098586999945000,0.276945068359375,9.019050598144531,3.1810500621795654,0.04005000367760658
1784098587010046500,0.28704638671875,9.76395034790039,3.3169500827789307,-0.43800002336502075
1784098587020086800,0.297086669921875,9.559950828552246,3.6090002059936523,-0.6199500560760498
1784098587030287600,0.30728759765625,8.722050666809082,3.7380001544952393,-0.6199500560760498
1784098587040372200,0.317372314453125,7.558950424194336,4.147950172424316,-0.6220500469207764
1784098587050360000,0.327360107421875,7.068000316619873,5.5320000648498535,-1.0459500551223755
1784098587060430800,0.337430908203125,8.553000450134277,7.629000186920166,-2.1469500064849854
1784098587070532400,0.347532470703125,10.61400032043457,8.842950820922852,-3.201000213623047
1784098587080603100,0.35760302734375,10.693050384521484,7.507050514221191,-3.3829500675201416
1784098587090734800,0.36773486328125,10.092000007629395,5.091000080108643,-2.9730000495910645
1784098587100805600,0.3778056640625,9.81705093383789,4.23900032043457,-2.616000175476074
1784098587110876400,0.38787646484375,8.73705005645752,4.6870503425598145,-2.430000066757202
1784098587120978000,0.39797802734375,7.579950332641602,4.869000434875488,-2.080049991607666
1784098587131048700,0.408048583984375,7.1419501304626465,4.5169501304626465,-1.64205002784729
1784098587141150000,0.41814990234375,7.398000240325928,4.404000282287598,-1.4479501247406006
1784098587151190300,0.428190185546875,8.047050476074219,4.8420000076293945,-1.6470000743865967
1784098587161389000,0.43838916015625,8.620050430297852,5.307000160217285,-2.0250000953674316
1784098587171362300,0.4483623046875,9.019050598144531,5.424000263214111,-2.2519500255584717
1784098587181494000,0.458493896484375,9.127050399780273,5.356950283050537,-2.3460001945495605
1784098587191534300,0.468534423828125,8.683950424194336,5.331000328063965,-2.4180002212524414
1784098587201635800,0.4786357421875,7.954050540924072,5.218050479888916,-2.430000066757202
1784098587211812900,0.488812744140625,7.690950393676758,4.948050022125244,-2.371950149536133
1784098587221777400,0.49877734375,7.825050354003906,4.629000186920166,-2.2980000972747803
1784098587231878700,0.508878662109375,7.726950168609619,4.40595006942749,-2.2759501934051514
1784098587241949400,0.518949462890625,7.293000221252441,4.296000003814697,-2.260050058364868
1784098587252081200,0.5290810546875,7.209000110626221,4.023000240325928,-2.098950147628784
