Timestamp_ms,Escenario,Modo,Calidad,Satelites,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Rumbo,CrossTrack_m,AlongTrack_m,OdomFault,HealthScore,HealthMode,PowerState,ShutdownLatched,WaypointCount,BspBus,RadioDroppedPackets,Imu_Valid,Imu_Accel_X,Imu_Accel_Y,Imu_Accel_Z,Imu_Gyro_X,Imu_Gyro_Y,Imu_Gyro_Z,Gnss_Fix,Gnss_Lat,Gnss_Lon,Gnss_Alt,Gnss_Speed,Gnss_Course,Ekf_Active,Ekf_Outlier,Gnss_NIS,Gnss_Innov_N,Gnss_Innov_E,Gnss_Innov_D,Gnss_Accept_Count,Gnss_Reject_Count,Gnss_Update_Accepted,Ekf_Bias_Ax,Ekf_Bias_Ay,Ekf_Bias_Az,Ekf_Bias_Gx,Ekf_Bias_Gy,Ekf_Bias_Gz,Ekf_Att_Roll,Ekf_Att_Pitch,Ekf_Att_Yaw,Ekf_P_PosN,Ekf_P_PosE,Ekf_P_PosD,Ekf_P_VelN,Ekf_P_VelE,Ekf_P_VelD,Ekf_P_Roll,Ekf_P_Pitch,Ekf_P_Yaw,Ekf_P_BiasAx,Ekf_P_BiasAy,Ekf_P_BiasAz,Ekf_P_BiasGx,Ekf_P_BiasGy,Ekf_P_BiasGz,Desired_Heading,Desired_Speed,Desired_Climb,CrossTrack_Signed_m,Mission_State,Active_WP,Return_Home,Loop_us,Missed_Ticks,Max_Loop_us,Temperature_C
45700,CLEAN,GPS,0.850000,10,41.38429260,2.17020845,11.2593,-7.735179,2.868710,447.153351,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.468626,-0.015102,9.805370,0.000009,-0.001438,0.101420,1,41.38429260,2.17020845,11.2593,8.250000,159.6519,1,0,0.115464,0.275055,-0.162109,0.794237,426,32,1,-0.908074,-0.558031,0.475998,0.012504,-0.025867,-0.077949,0.110940,0.192145,-2.441809,0.709818,0.711254,0.536396,0.782767,0.787718,0.362590,0.118755,0.082985,0.611500,0.411826,0.411447,0.095034,0.011821,0.010826,0.033560,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
45800,CLEAN,GPS,0.850000,10,41.38428497,2.17021155,11.3018,-7.735179,2.868710,448.134033,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.472348,-0.016648,9.806747,0.000229,-0.001393,0.101433,1,41.38428497,2.17021155,11.3018,8.250000,159.6519,1,0,0.104116,0.276703,-0.185455,0.742018,427,32,1,-0.909063,-0.560751,0.474914,0.012532,-0.025860,-0.077950,0.111168,0.191847,-2.432530,0.709775,0.711233,0.536355,0.782602,0.787649,0.362539,0.118888,0.083081,0.612992,0.411784,0.411332,0.094972,0.011814,0.010823,0.033558,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
45900,CLEAN,GPS,0.850000,10,41.38427734,2.17021418,11.2187,-7.735179,2.868710,449.116028,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.473193,-0.013833,9.820066,0.000445,-0.001338,0.101444,1,41.38427734,2.17021418,11.2187,8.250000,159.6519,1,0,0.127018,0.278473,-0.246506,0.817855,428,32,1,-0.910216,-0.563680,0.473712,0.012567,-0.025858,-0.077957,0.111246,0.191649,-2.423138,0.709730,0.711211,0.536314,0.782471,0.787611,0.362488,0.119022,0.083182,0.614485,0.411741,0.411217,0.094911,0.011806,0.010819,0.033556,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
46000,CLEAN,GPS,0.850000,10,41.38426971,2.17021704,11.2453,-7.735179,2.868710,450.098572,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.458470,-0.008316,9.825535,0.000657,-0.001271,0.101454,1,41.38426971,2.17021704,11.2453,8.250000,159.6519,1,0,0.120429,0.280090,-0.281906,0.780075,429,32,1,-0.911430,-0.566437,0.472553,0.012610,-0.025855,-0.077964,0.111221,0.191534,-2.413793,0.709685,0.711191,0.536274,0.782333,0.787584,0.362443,0.119156,0.083287,0.615979,0.411699,0.411101,0.094850,0.011799,0.010816,0.033554,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
46100,CLEAN,GPS,0.850000,10,41.38426208,2.17022038,11.2592,-7.735179,2.868710,451.078735,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.470073,-0.021971,9.801558,0.000860,-0.001195,0.101464,1,41.38426208,2.17022038,11.2592,8.250000,159.6519,1,0,0.114205,0.281799,-0.274063,0.756633,430,32,1,-0.912622,-0.569121,0.471430,0.012653,-0.025852,-0.077971,0.111217,0.191421,-2.404452,0.709639,0.711171,0.536235,0.782184,0.787507,0.362393,0.119292,0.083397,0.617474,0.411657,0.410985,0.094789,0.011791,0.010812,0.033553,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
46200,CLEAN,GPS,0.850000,10,41.38425446,2.17022347,11.2360,-7.735179,2.868710,452.059143,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.467260,-0.008067,9.804012,0.001053,-0.001108,0.101472,1,41.38425446,2.17022347,11.2360,8.250000,159.6519,1,0,0.118941,0.283539,-0.286179,0.771311,431,32,1,-0.913850,-0.571849,0.470286,0.012697,-0.025849,-0.077980,0.111188,0.191337,-2.395061,0.709592,0.711151,0.536196,0.782033,0.787434,0.362346,0.119428,0.083511,0.618972,0.411616,0.410869,0.094728,0.011784,0.010809,0.033551,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
46300,CLEAN,GPS,0.850000,10,41.38424683,2.17022824,11.2128,-7.735179,2.868710,453.041412,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.466550,-0.004871,9.822557,0.001233,-0.001013,0.101480,1,41.38424683,2.17022824,11.2128,8.250000,159.6519,1,0,0.113841,0.285248,-0.157440,0.785169,432,32,1,-0.914833,-0.574775,0.469160,0.012719,-0.025844,-0.077989,0.111510,0.191013,-2.385590,0.709545,0.711130,0.536158,0.781926,0.787402,0.362300,0.119566,0.083630,0.620470,0.411574,0.410752,0.094668,0.011776,0.010805,0.033550,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
46400,CLEAN,GPS,0.850000,10,41.38423920,2.17023015,11.2012,-7.735179,2.868710,454.020172,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.446846,-0.017299,9.787724,0.001399,-0.000910,0.101487,1,41.38423920,2.17023015,11.2012,8.250000,159.6519,1,0,0.122348,0.286957,-0.277863,0.786780,433,32,1,-0.916061,-0.577576,0.468001,0.012761,-0.025842,-0.078002,0.111511,0.190929,-2.376106,0.709497,0.711111,0.536120,0.781741,0.787296,0.362257,0.119704,0.083753,0.621971,0.411533,0.410635,0.094608,0.011769,0.010802,0.033548,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
46500,CLEAN,GPS,0.850000,10,41.38423157,2.17023373,11.2033,-7.735179,2.868710,454.999420,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.462923,-0.007241,9.792535,0.001547,-0.000799,0.101493,1,41.38423157,2.17023373,11.2033,8.250000,159.6519,1,0,0.117102,0.288605,-0.248337,0.774533,434,32,1,-0.917230,-0.580371,0.466869,0.012798,-0.025839,-0.078016,0.111590,0.190801,-2.366600,0.709448,0.711090,0.536084,0.781590,0.787198,0.362212,0.119844,0.083881,0.623473,0.411493,0.410517,0.094548,0.011762,0.010798,0.033547,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
46600,CLEAN,GPS,0.850000,10,41.38422394,2.17023730,11.1996,-7.735179,2.868710,455.979675,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.445400,-0.008176,9.802408,0.001677,-0.000681,0.101498,1,41.38422394,2.17023730,11.1996,8.250000,159.6519,1,0,0.113795,0.290314,-0.220703,0.768437,435,32,1,-0.918347,-0.583179,0.465754,0.012831,-0.025836,-0.078030,0.111741,0.190631,-2.357064,0.709398,0.711069,0.536047,0.781449,0.787125,0.362173,0.119984,0.084012,0.624977,0.411453,0.410399,0.094488,0.011755,0.010795,0.033546,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
46700,CLEAN,GPS,0.850000,10,41.38421631,2.17024159,11.1594,-7.735179,2.868710,456.961395,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.460315,-0.014714,9.817092,0.001786,-0.000558,0.101502,1,41.38421631,2.17024159,11.1594,8.250000,159.6519,1,0,0.116966,0.292023,-0.135330,0.799135,436,32,1,-0.919321,-0.586203,0.464622,0.012849,-0.025830,-0.078046,0.112118,0.190289,-2.347443,0.709348,0.711047,0.536012,0.781370,0.787086,0.362130,0.120126,0.084147,0.626483,0.411413,0.410281,0.094429,0.011748,0.010791,0.033545,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
46800,CLEAN,GPS,0.850000,10,41.38420868,2.17024422,11.1968,-7.735179,2.868710,457.943237,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.456448,-0.012685,9.818377,0.001874,-0.000431,0.101506,1,41.38420868,2.17024422,11.1968,8.250000,159.6519,1,0,0.108281,0.293671,-0.196060,0.750768,437,32,1,-0.920393,-0.588985,0.463541,0.012879,-0.025825,-0.078062,0.112324,0.190089,-2.337859,0.709299,0.711026,0.535976,0.781298,0.787050,0.362089,0.120268,0.084285,0.627991,0.411373,0.410162,0.094369,0.011741,0.010788,0.033544,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
46900,CLEAN,GPS,0.850000,10,41.38420105,2.17024755,11.1743,-7.735179,2.868710,458.923981,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.443484,-0.010399,9.807342,0.001940,-0.000300,0.101508,1,41.38420105,2.17024755,11.1743,8.250000,159.6519,1,0,0.111448,0.295410,-0.191696,0.764372,438,32,1,-0.921470,-0.591829,0.462444,0.012907,-0.025821,-0.078081,0.112540,0.189885,-2.328214,0.709252,0.711006,0.535942,0.781197,0.786991,0.362052,0.120412,0.084426,0.629500,0.411334,0.410042,0.094310,0.011734,0.010784,0.033543,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47000,CLEAN,GPS,0.850000,10,41.38419342,2.17025018,11.1508,-7.735179,2.868710,459.904480,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.459181,-0.006701,9.804885,0.001981,-0.000167,0.101510,1,41.38419342,2.17025018,11.1508,8.250000,159.6519,1,0,0.118669,0.297058,-0.246918,0.778247,439,32,1,-0.922664,-0.594666,0.461316,0.012943,-0.025819,-0.078105,0.112615,0.189802,-2.318495,0.709205,0.710985,0.535908,0.781116,0.786922,0.362013,0.120556,0.084570,0.631011,0.411295,0.409923,0.094251,0.011727,0.010780,0.033542,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47100,CLEAN,GPS,0.850000,10,41.38418579,2.17025352,11.2193,-7.735179,2.868710,460.886414,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.458632,-0.006451,9.819277,0.001999,-0.000032,0.101510,1,41.38418579,2.17025352,11.2193,8.250000,159.6519,1,0,0.099614,0.298676,-0.237213,0.699300,440,32,1,-0.923803,-0.597229,0.460297,0.012981,-0.025814,-0.078126,0.112693,0.189728,-2.308860,0.709160,0.710965,0.535874,0.781072,0.786885,0.361974,0.120702,0.084716,0.632524,0.411257,0.409803,0.094192,0.011720,0.010777,0.033541,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47200,CLEAN,GPS,0.850000,10,41.38417816,2.17025805,11.2046,-7.735179,2.868710,461.865875,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.453768,0.010951,9.794507,0.001993,0.000103,0.101510,1,41.38417816,2.17025805,11.2046,8.250000,159.6519,1,0,0.095502,0.300385,-0.128357,0.707255,441,32,1,-0.924750,-0.599951,0.459296,0.013000,-0.025805,-0.078145,0.113035,0.189432,-2.299200,0.709117,0.710946,0.535841,0.780979,0.786784,0.361937,0.120848,0.084864,0.634038,0.411219,0.409682,0.094134,0.011714,0.010773,0.033541,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
47300,CLEAN,GPS,0.850000,10,41.38417053,2.17026019,11.1478,-7.735179,2.868710,462.846191,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.446222,0.009369,9.803148,0.001963,0.000237,0.101509,1,41.38417053,2.17026019,11.1478,8.250000,159.6519,1,0,0.112556,0.302032,-0.227203,0.757087,442,32,1,-0.925912,-0.602751,0.458206,0.013034,-0.025802,-0.078173,0.113138,0.189343,-2.289382,0.709074,0.710926,0.535809,0.780908,0.786704,0.361904,0.120995,0.085013,0.635554,0.411181,0.409561,0.094075,0.011707,0.010770,0.033540,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47400,CLEAN,GPS,0.850000,10,41.38416290,2.17026329,11.1062,-7.735179,2.868710,463.825928,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.451669,0.004434,9.797515,0.001908,0.000369,0.101507,1,41.38416290,2.17026329,11.1062,8.250000,159.6519,1,0,0.121247,0.303467,-0.237549,0.789025,443,32,1,-0.927117,-0.605663,0.457073,0.013068,-0.025801,-0.078206,0.113216,0.189279,-2.279459,0.709032,0.710905,0.535778,0.780839,0.786611,0.361869,0.121142,0.085163,0.637072,0.411144,0.409439,0.094017,0.011701,0.010766,0.033540,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47500,CLEAN,GPS,0.850000,10,41.38415527,2.17026854,11.1478,-7.735179,2.868710,464.806213,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.448787,0.012131,9.802841,0.001831,0.000498,0.101504,1,41.38415527,2.17026854,11.1478,8.250000,159.6519,1,0,0.100730,0.304810,-0.067368,0.736203,444,32,1,-0.927990,-0.608581,0.456054,0.013078,-0.025791,-0.078229,0.113680,0.188868,-2.269654,0.708991,0.710884,0.535747,0.780789,0.786526,0.361836,0.121291,0.085313,0.638592,0.411106,0.409317,0.093959,0.011694,0.010762,0.033539,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47600,CLEAN,GPS,0.850000,10,41.38414764,2.17027092,11.1052,-7.735179,2.868710,465.786835,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.460943,0.011836,9.806251,0.001732,0.000623,0.101500,1,41.38414764,2.17027092,11.1052,8.250000,159.6519,1,0,0.111668,0.306152,-0.150070,0.770088,445,32,1,-0.929039,-0.611537,0.454971,0.013099,-0.025785,-0.078261,0.113943,0.188636,-2.259709,0.708952,0.710863,0.535716,0.780761,0.786445,0.361801,0.121439,0.085464,0.640113,0.411070,0.409195,0.093901,0.011688,0.010759,0.033539,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47700,CLEAN,GPS,0.850000,10,41.38414001,2.17027473,11.1275,-7.735179,2.868710,466.767365,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.453744,0.003179,9.805247,0.001612,0.000743,0.101495,1,41.38414001,2.17027473,11.1275,8.250000,159.6519,1,0,0.102243,0.307404,-0.106155,0.737292,446,32,1,-0.929997,-0.614427,0.453943,0.013114,-0.025777,-0.078290,0.114287,0.188321,-2.249798,0.708915,0.710841,0.535686,0.780734,0.786367,0.361767,0.121588,0.085615,0.641635,0.411034,0.409072,0.093843,0.011682,0.010755,0.033539,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
47800,CLEAN,GPS,0.850000,10,41.38413239,2.17027688,11.0958,-7.735179,2.868710,467.748322,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.446567,0.001112,9.809500,0.001472,0.000857,0.101490,1,41.38413239,2.17027688,11.0958,8.250000,159.6519,1,0,0.112420,0.308655,-0.204910,0.760032,447,32,1,-0.931149,-0.617294,0.452862,0.013143,-0.025774,-0.078329,0.114394,0.188229,-2.239744,0.708881,0.710820,0.535657,0.780719,0.786300,0.361736,0.121738,0.085766,0.643159,0.410998,0.408948,0.093786,0.011676,0.010751,0.033539,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
47900,CLEAN,GPS,0.850000,10,41.38412476,2.17028165,11.1439,-7.735179,2.868710,468.728271,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.451205,0.018559,9.799642,0.001314,0.000965,0.101483,1,41.38412476,2.17028165,11.1439,8.250000,159.6519,1,0,0.093527,0.309784,-0.076065,0.701739,448,32,1,-0.932047,-0.620099,0.451891,0.013155,-0.025763,-0.078359,0.114769,0.187869,-2.229824,0.708848,0.710798,0.535628,0.780696,0.786198,0.361706,0.121887,0.085915,0.644685,0.410962,0.408824,0.093728,0.011670,0.010747,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
48000,CLEAN,GPS,0.850000,10,41.38411713,2.17028403,11.1044,-7.735179,2.868710,469.709961,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.465742,0.011014,9.816869,0.001141,0.001064,0.101476,1,41.38411713,2.17028403,11.1044,8.250000,159.6519,1,0,0.103781,0.310974,-0.156784,0.733787,449,32,1,-0.933111,-0.622936,0.450859,0.013178,-0.025757,-0.078397,0.114952,0.187691,-2.219751,0.708817,0.710776,0.535600,0.780719,0.786135,0.361672,0.122036,0.086063,0.646212,0.410927,0.408700,0.093671,0.011664,0.010743,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
48100,CLEAN,GPS,0.850000,10,41.38410950,2.17028785,11.1072,-7.735179,2.868710,470.690674,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.466792,0.022468,9.807056,0.000954,0.001155,0.101468,1,41.38410950,2.17028785,11.1072,8.250000,159.6519,1,0,0.099247,0.311981,-0.111008,0.721780,450,32,1,-0.934096,-0.625787,0.449856,0.013194,-0.025749,-0.078434,0.115219,0.187418,-2.209686,0.708790,0.710754,0.535573,0.780729,0.786041,0.361638,0.122184,0.086210,0.647740,0.410892,0.408575,0.093614,0.011658,0.010740,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
48200,CLEAN,GPS,0.850000,10,41.38410187,2.17029190,11.1428,-7.735179,2.868710,471.671997,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.458215,0.017037,9.813162,0.000755,0.001236,0.101459,1,41.38410187,2.17029190,11.1428,8.250000,159.6519,1,0,0.088023,0.312897,-0.048904,0.677558,451,32,1,-0.934955,-0.628550,0.448926,0.013202,-0.025736,-0.078467,0.115596,0.187018,-2.199701,0.708765,0.710731,0.535545,0.780754,0.785964,0.361608,0.122333,0.086355,0.649269,0.410857,0.408449,0.093557,0.011652,0.010736,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
48300,CLEAN,GPS,0.850000,10,41.38409424,2.17029333,11.1234,-7.735179,2.868710,472.651978,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.469452,0.025680,9.799658,0.000547,0.001307,0.101449,1,41.38409424,2.17029333,11.1234,8.250000,159.6519,1,0,0.097283,0.313873,-0.210739,0.690421,452,32,1,-0.936100,-0.631178,0.447942,0.013234,-0.025732,-0.078513,0.115604,0.186997,-2.189522,0.708743,0.710709,0.535519,0.780759,0.785848,0.361575,0.122480,0.086497,0.650800,0.410822,0.408323,0.093500,0.011646,0.010732,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
48400,CLEAN,GPS,0.850000,10,41.38408661,2.17029667,11.0750,-7.735179,2.868710,473.632263,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.471586,0.022351,9.802750,0.000333,0.001368,0.101438,1,41.38408661,2.17029667,11.0750,8.250000,159.6519,1,0,0.105909,0.314697,-0.199234,0.731518,453,32,1,-0.937258,-0.633981,0.446908,0.013263,-0.025729,-0.078562,0.115634,0.186949,-2.179236,0.708723,0.710685,0.535493,0.780773,0.785739,0.361541,0.122626,0.086638,0.652332,0.410788,0.408196,0.093443,0.011640,0.010728,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
48500,CLEAN,GPS,0.850000,10,41.38407898,2.17030191,11.0558,-7.735179,2.868710,474.611267,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.474268,0.028996,9.790118,0.000114,0.001418,0.101426,1,41.38407898,2.17030191,11.0558,8.250000,159.6519,1,0,0.102361,0.315277,-0.029007,0.741313,454,32,1,-0.938148,-0.637026,0.445904,0.013266,-0.025718,-0.078603,0.116016,0.186504,-2.169037,0.708705,0.710661,0.535467,0.780766,0.785597,0.361507,0.122772,0.086776,0.653865,0.410754,0.408069,0.093387,0.011635,0.010724,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
48600,CLEAN,GPS,0.850000,10,41.38407135,2.17030358,11.0680,-7.735179,2.868710,475.593658,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.481624,0.013742,9.823951,-0.000106,0.001456,0.101414,1,41.38407135,2.17030358,11.0680,8.250000,159.6519,1,0,0.101635,0.315765,-0.171310,0.719323,455,32,1,-0.939264,-0.639825,0.444895,0.013291,-0.025714,-0.078653,0.116074,0.186408,-2.158712,0.708689,0.710635,0.535442,0.780826,0.785538,0.361470,0.122917,0.086912,0.655399,0.410721,0.407941,0.093330,0.011629,0.010720,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
48700,CLEAN,GPS,0.850000,10,41.38406372,2.17030740,11.0177,-7.735179,2.868710,476.574768,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.480274,0.011672,9.810995,-0.000324,0.001483,0.101401,1,41.38406372,2.17030740,11.0177,8.250000,159.6519,1,0,0.109170,0.316223,-0.122253,0.760572,456,32,1,-0.940334,-0.642844,0.443846,0.013307,-0.025708,-0.078705,0.116231,0.186191,-2.148319,0.708676,0.710609,0.535416,0.780858,0.785451,0.361433,0.123060,0.087045,0.656934,0.410687,0.407813,0.093274,0.011624,0.010716,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
48800,CLEAN,GPS,0.850000,10,41.38405609,2.17031074,11.0245,-7.735179,2.868710,477.556122,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.487584,0.022547,9.813403,-0.000539,0.001497,0.101387,1,41.38405609,2.17031074,11.0245,8.250000,159.6519,1,0,0.104697,0.316467,-0.116714,0.742545,457,32,1,-0.941389,-0.645806,0.442823,0.013323,-0.025703,-0.078756,0.116379,0.185972,-2.137926,0.708666,0.710584,0.535392,0.780902,0.785361,0.361396,0.123202,0.087176,0.658471,0.410654,0.407684,0.093218,0.011618,0.010712,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
48900,CLEAN,GPS,0.850000,10,41.38404846,2.17031360,11.0289,-7.735179,2.868710,478.538544,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.483274,0.024860,9.824101,-0.000747,0.001499,0.101372,1,41.38404846,2.17031360,11.0289,8.250000,159.6519,1,0,0.102669,0.316681,-0.151062,0.727757,458,32,1,-0.942495,-0.648675,0.441812,0.013344,-0.025699,-0.078811,0.116440,0.185846,-2.127491,0.708658,0.710558,0.535367,0.780972,0.785295,0.361361,0.123342,0.087305,0.660008,0.410621,0.407554,0.093162,0.011613,0.010708,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
49000,CLEAN,GPS,0.850000,10,41.38404083,2.17031789,11.0197,-7.735179,2.868710,479.518585,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.482519,0.030594,9.800441,-0.000946,0.001490,0.101356,1,41.38404083,2.17031789,11.0197,8.250000,159.6519,1,0,0.099646,0.316803,-0.062759,0.727019,459,32,1,-0.943467,-0.651650,0.440824,0.013353,-0.025690,-0.078861,0.116665,0.185511,-2.117105,0.708654,0.710532,0.535343,0.780995,0.785173,0.361325,0.123480,0.087431,0.661546,0.410588,0.407424,0.093106,0.011607,0.010704,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
49100,CLEAN,GPS,0.850000,10,41.38403320,2.17032170,10.9966,-7.735179,2.868710,480.498566,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.483649,0.030050,9.799885,-0.001134,0.001468,0.101340,1,41.38403320,2.17032170,10.9966,8.250000,159.6519,1,0,0.102191,0.316803,-0.021515,0.740204,460,32,1,-0.944390,-0.654730,0.439829,0.013356,-0.025680,-0.078910,0.116959,0.185073,-2.106700,0.708650,0.710505,0.535319,0.781017,0.785050,0.361290,0.123617,0.087555,0.663085,0.410555,0.407293,0.093050,0.011602,0.010700,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
49200,CLEAN,GPS,0.850000,10,41.38402557,2.17032528,10.9871,-7.735179,2.868710,481.477722,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.498594,0.021140,9.791468,-0.001308,0.001434,0.101323,1,41.38402557,2.17032528,10.9871,8.250000,159.6519,1,0,0.101834,0.316681,-0.003632,0.739010,461,32,1,-0.945292,-0.657832,0.438842,0.013356,-0.025668,-0.078960,0.117271,0.184592,-2.096283,0.708647,0.710477,0.535295,0.781011,0.784914,0.361249,0.123751,0.087678,0.664625,0.410522,0.407162,0.092994,0.011597,0.010696,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
49300,CLEAN,GPS,0.850000,10,41.38401794,2.17032743,11.0041,-7.735179,2.868710,482.458405,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.489179,0.022500,9.806798,-0.001466,0.001389,0.101305,1,41.38401794,2.17032743,11.0041,8.250000,159.6519,1,0,0.097159,0.316498,-0.106598,0.711301,462,32,1,-0.946340,-0.660705,0.437867,0.013372,-0.025663,-0.079016,0.117364,0.184379,-2.085796,0.708645,0.710447,0.535272,0.781043,0.784812,0.361212,0.123883,0.087799,0.666166,0.410490,0.407030,0.092939,0.011592,0.010692,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
49400,CLEAN,GPS,0.850000,10,41.38401031,2.17033052,11.0283,-7.735179,2.868710,483.440826,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.507406,0.034807,9.824332,-0.001607,0.001332,0.101286,1,41.38401031,2.17033052,11.0283,8.250000,159.6519,1,0,0.090173,0.316223,-0.121078,0.677409,463,32,1,-0.947391,-0.663433,0.436934,0.013390,-0.025657,-0.079071,0.117410,0.184218,-2.075331,0.708645,0.710417,0.535249,0.781117,0.784748,0.361172,0.124012,0.087919,0.667708,0.410457,0.406897,0.092883,0.011586,0.010688,0.033538,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
