Timestamp_ms,Escenario,Modo,Calidad,Satelites,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Rumbo,CrossTrack_m,AlongTrack_m,OdomFault,HealthScore,HealthMode,PowerState,ShutdownLatched,WaypointCount,BspBus,RadioDroppedPackets,Imu_Valid,Imu_Accel_X,Imu_Accel_Y,Imu_Accel_Z,Imu_Gyro_X,Imu_Gyro_Y,Imu_Gyro_Z,Gnss_Fix,Gnss_Lat,Gnss_Lon,Gnss_Alt,Gnss_Speed,Gnss_Course,Ekf_Active,Ekf_Outlier,Gnss_NIS,Gnss_Innov_N,Gnss_Innov_E,Gnss_Innov_D,Gnss_Accept_Count,Gnss_Reject_Count,Gnss_Update_Accepted,Ekf_Bias_Ax,Ekf_Bias_Ay,Ekf_Bias_Az,Ekf_Bias_Gx,Ekf_Bias_Gy,Ekf_Bias_Gz,Ekf_Att_Roll,Ekf_Att_Pitch,Ekf_Att_Yaw,Ekf_P_PosN,Ekf_P_PosE,Ekf_P_PosD,Ekf_P_VelN,Ekf_P_VelE,Ekf_P_VelD,Ekf_P_Roll,Ekf_P_Pitch,Ekf_P_Yaw,Ekf_P_BiasAx,Ekf_P_BiasAy,Ekf_P_BiasAz,Ekf_P_BiasGx,Ekf_P_BiasGy,Ekf_P_BiasGz,Desired_Heading,Desired_Speed,Desired_Climb,CrossTrack_Signed_m,Mission_State,Active_WP,Return_Home,Loop_us,Missed_Ticks,Max_Loop_us,Temperature_C
12300,CLEAN,GPS,0.850000,10,41.38684082,2.16909242,13.5268,-7.735179,2.868710,119.615654,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.458292,0.039286,9.791348,0.001643,0.000112,0.099989,1,41.38684082,2.16909242,13.5268,8.250000,159.6519,1,0,1.182790,2.655312,0.518734,-0.679806,92,32,1,-0.867810,0.576580,1.264614,0.007139,-0.114770,-0.042725,-0.082842,0.206133,0.673994,0.772577,0.845422,0.702446,1.107462,1.220010,0.649883,0.158605,0.114844,0.541272,0.462788,0.464254,0.217519,0.044623,0.036332,0.084618,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
12400,CLEAN,GPS,0.850000,10,41.38683319,2.16909623,13.4422,-7.735179,2.868710,120.595078,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.457808,0.033171,9.794216,0.001758,0.000246,0.099964,1,41.38683319,2.16909623,13.4422,8.250000,159.6519,1,0,1.080428,2.541435,0.537121,-0.608145,93,32,1,-0.872919,0.587564,1.296740,0.006919,-0.119049,-0.043409,-0.077385,0.228519,0.685772,0.773786,0.842345,0.697465,1.105528,1.203301,0.634218,0.162220,0.113917,0.542701,0.462309,0.463887,0.215131,0.044460,0.035847,0.084335,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
12500,CLEAN,GPS,0.850000,10,41.38682556,2.16909957,13.4587,-7.735179,2.868710,121.575455,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.460741,0.024256,9.803796,0.001852,0.000378,0.099939,1,41.38682556,2.16909957,13.4587,8.250000,159.6519,1,0,0.993007,2.422928,0.508846,-0.639018,94,32,1,-0.877836,0.598363,1.327084,0.006734,-0.123088,-0.044104,-0.071843,0.250195,0.697848,0.774917,0.839184,0.692537,1.103211,1.187345,0.619305,0.166028,0.113022,0.544208,0.461820,0.463509,0.212790,0.044299,0.035371,0.084076,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
12600,CLEAN,GPS,0.850000,10,41.38681793,2.16910243,13.4574,-7.735179,2.868710,122.554596,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.470952,0.029101,9.791393,0.001924,0.000506,0.099914,1,41.38681793,2.16910243,13.4574,8.250000,159.6519,1,0,0.897672,2.302330,0.439728,-0.644221,95,32,1,-0.882178,0.608926,1.355360,0.006524,-0.126904,-0.044897,-0.065831,0.271127,0.710848,0.775964,0.835962,0.687674,1.100436,1.172287,0.605213,0.170017,0.112162,0.545796,0.461322,0.463121,0.210498,0.044140,0.034905,0.083842,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
12700,CLEAN,GPS,0.850000,10,41.38681030,2.16910505,13.4452,-7.735179,2.868710,123.534714,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.471284,0.036920,9.801161,0.001972,0.000631,0.099891,1,41.38681030,2.16910505,13.4452,8.250000,159.6519,1,0,0.801365,2.179451,0.354485,-0.632418,96,32,1,-0.885772,0.619203,1.381434,0.006260,-0.130504,-0.045807,-0.059190,0.291288,0.724934,0.776923,0.832700,0.682887,1.097278,1.158296,0.591923,0.174175,0.111336,0.547466,0.460815,0.462723,0.208259,0.043981,0.034449,0.083633,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
12800,CLEAN,GPS,0.850000,10,41.38680267,2.16910934,13.4672,-7.735179,2.868710,124.517181,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.484931,0.036687,9.824683,0.001997,0.000751,0.099867,1,41.38680267,2.16910934,13.4672,8.250000,159.6519,1,0,0.731734,2.054436,0.414215,-0.649763,97,32,1,-0.889829,0.629316,1.406056,0.006144,-0.133876,-0.046519,-0.053268,0.310935,0.737864,0.777788,0.829425,0.678190,1.093872,1.145580,0.579458,0.178490,0.110545,0.549220,0.460298,0.462315,0.206075,0.043821,0.034001,0.083447,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
12900,CLEAN,GPS,0.850000,10,41.38679504,2.16911364,13.4534,-7.735179,2.868710,125.496193,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.475180,0.025562,9.790101,0.001997,0.000865,0.099845,1,41.38679504,2.16911364,13.4534,8.250000,159.6519,1,0,0.657091,1.929047,0.462475,-0.624097,98,32,1,-0.894133,0.639365,1.428959,0.006152,-0.137061,-0.047079,-0.047924,0.330199,0.749905,0.778561,0.826162,0.673590,1.089994,1.133988,0.567803,0.182949,0.109790,0.551057,0.459772,0.461898,0.203948,0.043660,0.033563,0.083286,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
13000,CLEAN,GPS,0.850000,10,41.38678741,2.16911674,13.3873,-7.735179,2.868710,126.478142,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.481631,0.023017,9.819513,0.001974,0.000971,0.099823,1,41.38678741,2.16911674,13.3873,8.250000,159.6519,1,0,0.562098,1.802887,0.400650,-0.541817,99,32,1,-0.897652,0.649233,1.449433,0.006121,-0.140076,-0.047694,-0.042121,0.348921,0.762573,0.779233,0.822928,0.669098,1.085945,1.123956,0.556970,0.187539,0.109072,0.552974,0.459235,0.461471,0.201880,0.043496,0.033135,0.083147,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
13100,CLEAN,GPS,0.850000,10,41.38677979,2.16911983,13.4359,-7.735179,2.868710,127.457985,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.486021,0.020053,9.798409,0.001926,0.001070,0.099801,1,41.38677979,2.16911983,13.4359,8.250000,159.6519,1,0,0.493877,1.674973,0.340733,-0.573845,100,32,1,-0.900815,0.658397,1.468288,0.006067,-0.142820,-0.048334,-0.036068,0.366659,0.775622,0.779807,0.819754,0.664722,1.081571,1.115414,0.546979,0.192250,0.108391,0.554967,0.458688,0.461036,0.199873,0.043329,0.032715,0.083029,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
13200,CLEAN,GPS,0.850000,10,41.38677216,2.16912317,13.3726,-7.735179,2.868710,128.437073,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.495799,0.037854,9.790881,0.001855,0.001160,0.099780,1,41.38677216,2.16912317,13.3726,8.250000,159.6519,1,0,0.412951,1.547882,0.302727,-0.484851,101,32,1,-0.903373,0.667308,1.484884,0.005999,-0.145390,-0.048966,-0.029798,0.383857,0.788836,0.780281,0.816661,0.660468,1.076944,1.108489,0.537851,0.197065,0.107748,0.557033,0.458130,0.460591,0.197928,0.043157,0.032304,0.082932,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
13300,CLEAN,GPS,0.850000,10,41.38676453,2.16912627,13.4235,-7.735179,2.868710,129.417511,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.488541,0.035285,9.804379,0.001762,0.001241,0.099760,1,41.38676453,2.16912627,13.4235,8.250000,159.6519,1,0,0.354805,1.420059,0.244152,-0.509892,102,32,1,-0.905582,0.675426,1.499981,0.005902,-0.147691,-0.049594,-0.023330,0.400055,0.802213,0.780653,0.813679,0.656346,1.072167,1.103375,0.529511,0.201972,0.107144,0.559163,0.457561,0.460139,0.196046,0.042979,0.031902,0.082853,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
13400,CLEAN,GPS,0.850000,10,41.38675690,2.16912961,13.4235,-7.735179,2.868710,130.399277,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.495362,0.029580,9.817729,0.001647,0.001312,0.099741,1,41.38675690,2.16912961,13.4235,8.250000,159.6519,1,0,0.295003,1.293709,0.207394,-0.475371,103,32,1,-0.907413,0.682975,1.513347,0.005794,-0.149775,-0.050186,-0.016790,0.415495,0.815513,0.780924,0.810833,0.652360,1.067326,1.100181,0.521969,0.206955,0.106578,0.561350,0.456981,0.459678,0.194228,0.042794,0.031509,0.082792,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
13500,CLEAN,GPS,0.850000,10,41.38674927,2.16913247,13.3995,-7.735179,2.868710,131.378891,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.496434,0.019613,9.796196,0.001513,0.001372,0.099722,1,41.38674927,2.16913247,13.3995,8.250000,159.6519,1,0,0.235447,1.168343,0.130356,-0.412374,104,32,1,-0.908448,0.689881,1.524756,0.005608,-0.151640,-0.050771,-0.009836,0.430090,0.828957,0.781099,0.808152,0.648514,1.062335,1.098851,0.515211,0.211998,0.106053,0.563583,0.456389,0.459210,0.192472,0.042601,0.031123,0.082746,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
13600,CLEAN,GPS,0.850000,10,41.38674164,2.16913652,13.4260,-7.735179,2.868710,132.357620,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.496737,0.026127,9.787321,0.001360,0.001421,0.099704,1,41.38674164,2.16913652,13.4260,8.250000,159.6519,1,0,0.193081,1.043793,0.156822,-0.397339,105,32,1,-0.909716,0.696242,1.534931,0.005505,-0.153302,-0.051254,-0.003402,0.444064,0.841749,0.781178,0.805662,0.644813,1.057275,1.099433,0.509222,0.217086,0.105569,0.565850,0.455785,0.458734,0.190780,0.042399,0.030746,0.082713,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
13700,CLEAN,GPS,0.850000,10,41.38673401,2.16913962,13.3876,-7.735179,2.868710,133.337753,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.505171,0.028285,9.801296,0.001191,0.001458,0.099686,1,41.38673401,2.16913962,13.3876,8.250000,159.6519,1,0,0.144733,0.921371,0.096363,-0.311735,106,32,1,-0.910263,0.701984,1.543232,0.005338,-0.154763,-0.051697,0.003275,0.457278,0.854394,0.781163,0.803390,0.641262,1.052305,1.102050,0.503968,0.222200,0.105127,0.568137,0.455168,0.458252,0.189151,0.042185,0.030377,0.082690,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
13800,CLEAN,GPS,0.850000,10,41.38672638,2.16914225,13.3432,-7.735179,2.868710,134.316711,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.515150,0.020923,9.789616,0.001008,0.001484,0.099670,1,41.38672638,2.16914225,13.3432,8.250000,159.6519,1,0,0.103986,0.800232,-0.001633,-0.219352,107,32,1,-0.909759,0.706957,1.549611,0.005040,-0.156004,-0.052097,0.010433,0.469577,0.866833,0.781061,0.801365,0.637863,1.047392,1.106623,0.499416,0.227324,0.104726,0.570427,0.454538,0.457764,0.187583,0.041960,0.030016,0.082676,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
13900,CLEAN,GPS,0.850000,10,41.38671875,2.16914701,13.4132,-7.735179,2.868710,135.297287,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.519811,0.021887,9.805754,0.000812,0.001498,0.099654,1,41.38671875,2.16914701,13.4132,8.250000,159.6519,1,0,0.080070,0.680527,0.085938,-0.241081,108,32,1,-0.910193,0.711390,1.555421,0.004932,-0.157070,-0.052396,0.016548,0.481407,0.878538,0.780877,0.799613,0.634619,1.042679,1.113245,0.495523,0.232438,0.104369,0.572700,0.453895,0.457270,0.186077,0.041720,0.029661,0.082667,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
14000,CLEAN,GPS,0.850000,10,41.38671112,2.16914940,13.4092,-7.735179,2.868710,136.277451,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.509949,0.023820,9.801641,0.000606,0.001499,0.099639,1,41.38671112,2.16914940,13.4092,8.250000,159.6519,1,0,0.053298,0.564262,-0.039009,-0.180743,109,32,1,-0.909489,0.714821,1.559671,0.004645,-0.157891,-0.052623,0.023200,0.492159,0.889730,0.780620,0.798163,0.631530,1.038138,1.121825,0.492257,0.237521,0.104054,0.574937,0.453239,0.456771,0.184630,0.041466,0.029314,0.082660,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
14100,CLEAN,GPS,0.850000,10,41.38670349,2.16915178,13.3244,-7.735179,2.868710,137.257812,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.517821,0.029776,9.803647,0.000393,0.001489,0.099624,1,41.38670349,2.16915178,13.3244,8.250000,159.6519,1,0,0.034150,0.450272,-0.154423,-0.037360,110,32,1,-0.907422,0.717454,1.561932,0.004172,-0.158497,-0.052742,0.030342,0.501995,0.900108,0.780294,0.797039,0.628597,1.033882,1.132204,0.489583,0.242552,0.103783,0.577114,0.452570,0.456267,0.183241,0.041196,0.028972,0.082651,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
14200,CLEAN,GPS,0.850000,10,41.38669586,2.16915679,13.3933,-7.735179,2.868710,138.240005,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.524922,0.017038,9.821871,0.000176,0.001466,0.099611,1,41.38669586,2.16915679,13.3933,8.250000,159.6519,1,0,0.017815,0.337906,-0.042034,-0.051233,111,32,1,-0.906547,0.719637,1.563857,0.003943,-0.158978,-0.052825,0.036335,0.511513,0.910200,0.779909,0.796263,0.625821,1.030006,1.144582,0.487439,0.247507,0.103557,0.579204,0.451888,0.455759,0.181908,0.040907,0.028637,0.082637,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
14300,CLEAN,GPS,0.850000,10,41.38668823,2.16915941,13.3787,-7.735179,2.868710,139.221649,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.526886,0.018517,9.816439,-0.000044,0.001431,0.099598,1,41.38668823,2.16915941,13.3787,8.250000,159.6519,1,0,0.011044,0.229309,-0.144123,0.025350,112,32,1,-0.904698,0.720866,1.564479,0.003555,-0.159235,-0.052779,0.042564,0.520068,0.919202,0.779477,0.795858,0.623199,1.026479,1.158587,0.485797,0.252362,0.103372,0.581182,0.451194,0.455248,0.180629,0.040599,0.028308,0.082614,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
14400,CLEAN,GPS,0.850000,10,41.38668060,2.16916275,13.3352,-7.735179,2.868710,140.203110,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.523608,0.016099,9.814600,-0.000263,0.001385,0.099586,1,41.38668060,2.16916275,13.3352,8.250000,159.6519,1,0,0.009698,0.123398,-0.178959,0.131438,113,32,1,-0.902362,0.721420,1.563820,0.003126,-0.159320,-0.052634,0.048636,0.527952,0.927351,0.779006,0.795842,0.620732,1.023360,1.174193,0.484609,0.257092,0.103231,0.583016,0.450489,0.454733,0.179401,0.040270,0.027984,0.082578,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
14500,CLEAN,GPS,0.850000,10,41.38667297,2.16916513,13.3333,-7.735179,2.868710,141.183350,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.537730,0.025324,9.802348,-0.000479,0.001328,0.099575,1,41.38667297,2.16916513,13.3333,8.250000,159.6519,1,0,0.018700,0.020218,-0.292553,0.194610,114,32,1,-0.899027,0.720921,1.562146,0.002508,-0.159170,-0.052296,0.054854,0.534821,0.933776,0.778507,0.796227,0.618418,1.020659,1.190893,0.483825,0.261671,0.103131,0.584674,0.449773,0.454216,0.178223,0.039919,0.027664,0.082524,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
14600,CLEAN,GPS,0.850000,10,41.38666534,2.16916966,13.3699,-7.735179,2.868710,142.165787,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.539615,0.015767,9.824319,-0.000690,0.001260,0.099565,1,41.38666534,2.16916966,13.3699,8.250000,159.6519,1,0,0.015595,-0.079956,-0.217438,0.220184,115,32,1,-0.896504,0.719969,1.560066,0.002079,-0.158926,-0.051990,0.060280,0.541352,0.940389,0.777988,0.797019,0.616253,1.018504,1.209098,0.483397,0.266068,0.103071,0.586126,0.449048,0.453697,0.177092,0.039544,0.027349,0.082447,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
14700,CLEAN,GPS,0.850000,10,41.38665771,2.16917205,13.2957,-7.735179,2.868710,143.147354,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.531924,0.016495,9.815729,-0.000892,0.001182,0.099556,1,41.38665771,2.16917205,13.2957,8.250000,159.6519,1,0,0.041402,-0.176514,-0.331856,0.360051,116,32,1,-0.892724,0.718109,1.556640,0.001439,-0.158465,-0.051456,0.065836,0.546973,0.944926,0.777464,0.798227,0.614236,1.016830,1.228343,0.483288,0.270258,0.103049,0.587335,0.448315,0.453177,0.176005,0.039144,0.027037,0.082345,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
14800,CLEAN,GPS,0.850000,10,41.38665009,2.16917562,13.2908,-7.735179,2.868710,144.129364,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.541933,0.020981,9.820087,-0.001083,0.001094,0.099547,1,41.38665009,2.16917562,13.2908,8.250000,159.6519,1,0,0.056339,-0.270409,-0.336494,0.426163,117,32,1,-0.888946,0.715604,1.552573,0.000827,-0.157868,-0.050860,0.070988,0.552024,0.948789,0.776944,0.799846,0.612361,1.015674,1.248329,0.483446,0.274212,0.103063,0.588269,0.447576,0.452656,0.174959,0.038719,0.026729,0.082211,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
14900,CLEAN,GPS,0.850000,10,41.38664246,2.16917944,13.3204,-7.735179,2.868710,145.111008,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.544706,0.010846,9.816442,-0.001261,0.000997,0.099540,1,41.38664246,2.16917944,13.3204,8.250000,159.6519,1,0,0.067990,-0.360992,-0.322464,0.458000,118,32,1,-0.885480,0.712483,1.548169,0.000293,-0.157158,-0.050255,0.075661,0.556563,0.952424,0.776438,0.801869,0.610627,1.014943,1.269071,0.483830,0.277900,0.103109,0.588891,0.446833,0.452135,0.173951,0.038267,0.026424,0.082042,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15000,CLEAN,GPS,0.850000,10,41.38663483,2.16918349,13.3232,-7.735179,2.868710,146.089996,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.535251,0.002798,9.789910,-0.001424,0.000892,0.099533,1,41.38663483,2.16918349,13.3232,8.250000,159.6519,1,0,0.085111,-0.448021,-0.291847,0.518937,119,32,1,-0.882379,0.708879,1.543293,-0.000127,-0.156363,-0.049699,0.079867,0.560684,0.956353,0.775956,0.804282,0.609027,1.014542,1.290251,0.484401,0.281296,0.103184,0.589170,0.446089,0.451614,0.172978,0.037787,0.026121,0.081833,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15100,CLEAN,GPS,0.850000,10,41.38662720,2.16918683,13.2607,-7.735179,2.868710,147.070923,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.542792,0.008156,9.809232,-0.001569,0.000780,0.099527,1,41.38662720,2.16918683,13.2607,8.250000,159.6519,1,0,0.123600,-0.531563,-0.326115,0.645316,120,32,1,-0.878852,0.704667,1.537530,-0.000582,-0.155435,-0.049055,0.083845,0.564206,0.959361,0.775501,0.807062,0.607557,1.014692,1.311615,0.485132,0.284374,0.103283,0.589071,0.445346,0.451094,0.172038,0.037281,0.025820,0.081580,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
15200,CLEAN,GPS,0.850000,10,41.38661957,2.16918874,13.3033,-7.735179,2.868710,148.051437,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.555268,-0.000676,9.805114,-0.001696,0.000662,0.099522,1,41.38661957,2.16918874,13.3033,8.250000,159.6519,1,0,0.158925,-0.611977,-0.477451,0.662320,121,32,1,-0.874304,0.699268,1.531651,-0.001322,-0.154265,-0.048023,0.087746,0.566700,0.958610,0.775083,0.810183,0.606212,1.015131,1.332929,0.485977,0.287108,0.103400,0.588565,0.444607,0.450576,0.171127,0.036747,0.025521,0.081280,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15300,CLEAN,GPS,0.850000,10,41.38661194,2.16919351,13.3096,-7.735179,2.868710,149.030746,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.557193,0.002595,9.793099,-0.001802,0.000538,0.099518,1,41.38661194,2.16919351,13.3096,8.250000,159.6519,1,0,0.172905,-0.689278,-0.374344,0.717490,122,32,1,-0.870809,0.693715,1.525484,-0.001767,-0.153105,-0.047280,0.091103,0.569051,0.960322,0.774707,0.813609,0.604987,1.015805,1.353839,0.486896,0.289473,0.103532,0.587627,0.443876,0.450060,0.170243,0.036186,0.025224,0.080928,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15400,CLEAN,GPS,0.850000,10,41.38660431,2.16919661,13.2869,-7.735179,2.868710,150.012222,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.539007,0.001656,9.814719,-0.001886,0.000410,0.099515,1,41.38660431,2.16919661,13.2869,8.250000,159.6519,1,0,0.214683,-0.762894,-0.422955,0.801653,123,32,1,-0.866970,0.687504,1.518881,-0.002270,-0.151816,-0.046418,0.094223,0.570778,0.960742,0.774374,0.817298,0.603875,1.016978,1.374662,0.487904,0.291452,0.103672,0.586234,0.443155,0.449546,0.169383,0.035600,0.024928,0.080524,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15500,CLEAN,GPS,0.850000,10,41.38659668,2.16919899,13.2901,-7.735179,2.868710,150.992294,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.551027,0.001170,9.800677,-0.001948,0.000279,0.099512,1,41.38659668,2.16919899,13.2901,8.250000,159.6519,1,0,0.260597,-0.833328,-0.526619,0.857528,124,32,1,-0.862452,0.680419,1.512106,-0.002957,-0.150347,-0.045256,0.097145,0.571713,0.958174,0.774089,0.821211,0.602871,1.018218,1.394539,0.488927,0.293025,0.103816,0.584368,0.442448,0.449035,0.168544,0.034988,0.024633,0.080064,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15600,CLEAN,GPS,0.850000,10,41.38658905,2.16920233,13.2329,-7.735179,2.868710,151.973282,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.550135,0.004817,9.809816,-0.001986,0.000146,0.099511,1,41.38658905,2.16920233,13.2329,8.250000,159.6519,1,0,0.313037,-0.900871,-0.539169,0.972599,125,32,1,-0.857829,0.672894,1.504792,-0.003618,-0.148793,-0.044079,0.099793,0.572162,0.955240,0.773849,0.825294,0.601969,1.019625,1.413583,0.489962,0.294179,0.103957,0.582019,0.441758,0.448528,0.167724,0.034353,0.024339,0.079548,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15700,CLEAN,GPS,0.850000,10,41.38658142,2.16920543,13.2783,-7.735179,2.868710,152.952042,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.542331,0.007156,9.787610,-0.002000,0.000011,0.099510,1,41.38658142,2.16920543,13.2783,8.250000,159.6519,1,0,0.338338,-0.965233,-0.569794,0.980184,126,32,1,-0.853341,0.664773,1.497666,-0.004280,-0.147151,-0.042840,0.102153,0.572085,0.951484,0.773653,0.829496,0.601162,1.020969,1.431420,0.490974,0.294903,0.104091,0.579180,0.441089,0.448025,0.166920,0.033697,0.024046,0.078975,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
15800,CLEAN,GPS,0.850000,10,41.38657379,2.16920948,13.2335,-7.735179,2.868710,153.931839,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.559266,0.003695,9.797943,-0.001990,-0.000124,0.099511,1,41.38657379,2.16920948,13.2335,8.250000,159.6519,1,0,0.380038,-1.026497,-0.517082,1.079356,127,32,1,-0.849327,0.656489,1.490106,-0.004752,-0.145508,-0.041844,0.104233,0.571749,0.949784,0.773494,0.833759,0.600446,1.022154,1.448011,0.491944,0.295195,0.104212,0.575852,0.440442,0.447526,0.166130,0.033023,0.023755,0.078346,0.000000,0.000000,0.000000,0.0000,2,1,0,10,0,44,25.00
15900,CLEAN,GPS,0.850000,10,41.38656616,2.16921353,13.2689,-7.735179,2.868710,154.913025,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.541879,-0.011464,9.811921,-0.001956,-0.000258,0.099512,1,41.38656616,2.16921353,13.2689,8.250000,159.6519,1,0,0.396487,-1.084259,-0.470245,1.094258,128,32,1,-0.846008,0.647966,1.482645,-0.005037,-0.143874,-0.041099,0.106046,0.571166,0.950238,0.773366,0.838029,0.599812,1.023331,1.463823,0.492900,0.295055,0.104315,0.572042,0.439822,0.447031,0.165353,0.032332,0.023465,0.077661,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
16000,CLEAN,GPS,0.850000,10,41.38655853,2.16921639,13.1900,-7.735179,2.868710,155.891769,159.6519,0.0000,0.0000,0,0,NOMINAL,0,0,4,0,0,1,-2.539281,-0.006023,9.787457,-0.001898,-0.000390,0.099514,1,41.38655853,2.16921639,13.1900,8.250000,159.6519,1,0,0.470277,-1.138451,-0.528862,1.224442,129,32,1,-0.842196,0.638961,1.474719,-0.005404,-0.142129,-0.040200,0.107677,0.569996,0.949062,0.773262,0.842268,0.599256,1.024321,1.477739,0.493786,0.294490,0.104395,0.567762,0.439229,0.446542,0.164586,0.031628,0.023177,0.076923,0.000000,0.000000,0.000000,0.0000,2,1,0,9,0,44,25.00
