version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,CPH2791,1784315970148,2026-07-17_19-19-30,Europe/Madrid,android,1.61.0,3dc7c4ae-dc9e-45a8-84ce-e7513a8afa89,Accelerometer|Gravity|Gyroscope|Orientation|Location|Camera|Watch Barometer|WiFi|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0|10000|10|40000||10|10|10,false,36
