t_ms,gps_outage,constant_vel,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_y,k_z,k_max,nis,dx_vel_n,dx_vel_e,dx_vel_d,dx_att_x,dx_att_y,dx_att_z,dx_vel_norm,dx_att_norm,dx_pos_norm,nhc_count
10000,1,1,-0.000001,25.795362,-0.005402,90.000008,25.793535,-0.000002,-0.307073,0.000002,0.307073,0.307073,0.038751,0.142714,0.142714,0.021443,-0.000000,-0.043824,0.005834,-0.000000,-0.008952,0.000000,0.044210,0.008952,0.019846,1
10010,1,1,-0.000001,25.750488,0.000403,90.000008,25.744991,-0.000002,-0.532142,0.000002,0.532142,0.532142,0.172683,0.082275,0.172683,0.159027,0.000000,-0.043782,0.005841,0.000000,-0.008800,0.000000,0.044170,0.008800,0.020118,2
10020,1,1,-0.000000,25.705158,0.006217,90.000008,25.694139,-0.000004,-0.752610,0.000004,0.752610,0.752610,0.266447,0.059013,0.266447,0.391714,0.000001,-0.044414,0.005993,0.000000,-0.008750,0.000000,0.044817,0.008750,0.020754,3
10030,1,1,0.000000,25.658689,0.012183,90.000008,25.640316,-0.000007,-0.970927,0.000007,0.970927,0.970927,0.308349,0.046975,0.308349,0.716429,0.000001,-0.045610,0.006270,0.000000,-0.008777,0.000000,0.046039,0.008777,0.021710,4
10040,1,1,0.000001,25.610500,0.018426,90.000023,25.582901,-0.000012,-1.188842,0.000012,1.188842,1.188842,0.324175,0.039818,0.324175,1.133132,0.000002,-0.047337,0.006664,0.000001,-0.008866,0.000000,0.047804,0.008866,0.022982,5
10050,1,1,0.000003,25.560034,0.025058,90.000046,25.521252,-0.000023,-1.407763,0.000023,1.407763,1.407763,0.328927,0.035232,0.328927,1.644045,0.000004,-0.049598,0.007168,0.000001,-0.009011,0.000001,0.050113,0.009011,0.024580,6
10060,1,1,0.000007,25.506721,0.032188,90.000069,25.454676,-0.000043,-1.628892,0.000043,1.628892,1.628892,0.329786,0.032177,0.329786,2.253268,0.000007,-0.052413,0.007782,0.000002,-0.009209,0.000001,0.052987,0.009209,0.026526,7
10070,1,1,0.000014,25.449966,0.039921,90.000122,25.382431,-0.000079,-1.853274,0.000079,1.853274,1.853274,0.329841,0.030118,0.329841,2.966514,0.000013,-0.055816,0.008502,0.000004,-0.009454,0.000002,0.056460,0.009454,0.028849,8
10080,1,1,0.000028,25.389130,0.048358,90.000237,25.303680,-0.000151,-2.081825,0.000151,2.081825,2.081825,0.330310,0.028751,0.330310,3.790908,0.000025,-0.059854,0.009331,0.000008,-0.009744,0.000004,0.060577,0.009744,0.031586,9
10090,1,1,0.000053,25.323523,0.057600,90.000450,25.217522,-0.000290,-2.315335,0.000290,2.315335,2.315335,0.331570,0.027893,0.331570,4.734796,0.000048,-0.064581,0.010268,0.000016,-0.010076,0.000007,0.065392,0.010076,0.034782,10
10100,1,1,0.000103,25.252390,0.067747,90.000832,25.122948,-0.000554,-2.554469,0.000554,2.554469,2.554470,0.333657,0.027426,0.333657,5.807510,0.000093,-0.070058,0.011315,0.000030,-0.010448,0.000013,0.070966,0.010448,0.038485,11
10110,1,1,0.000199,25.174913,0.078897,90.001564,25.018873,-0.001054,-2.799758,0.001054,2.799758,2.799759,0.336464,0.027272,0.336464,7.019138,0.000180,-0.076355,0.012477,0.000058,-0.010856,0.000024,0.077368,0.010856,0.042754,12
10120,1,1,0.000384,25.090191,0.091153,90.002914,24.904095,-0.002017,-3.051575,0.002017,3.051575,3.051576,0.339829,0.027378,0.339829,8.380187,0.000350,-0.083547,0.013758,0.000112,-0.011297,0.000046,0.084673,0.011298,0.047648,13
10130,1,1,0.000744,24.997240,0.104614,90.005463,24.777330,-0.003864,-3.310124,0.003864,3.310124,3.310126,0.343558,0.027706,0.343558,9.901329,0.000679,-0.091713,0.015163,0.000216,-0.011767,0.000085,0.092960,0.011769,0.053235,14
10140,1,1,0.001442,24.894997,0.119384,90.010208,24.637197,-0.007407,-3.575403,0.007407,3.575403,3.575411,0.347463,0.028228,0.347463,11.593292,0.001312,-0.100936,0.016703,0.000418,-0.012261,0.000160,0.102317,0.012269,0.059590,15
10150,1,1,0.002792,24.782301,0.135575,90.019096,24.482239,-0.014210,-3.847178,0.014210,3.847178,3.847204,0.351344,0.028923,0.351344,13.468014,0.002520,-0.111309,0.018396,0.000809,-0.012773,0.000298,0.112847,0.012802,0.066798,16
10160,1,1,0.005387,24.657896,0.153308,90.035599,24.310898,-0.027237,-4.124916,0.027237,4.124916,4.125006,0.354998,0.029775,0.354998,15.544263,0.004789,-0.122954,0.020291,0.001559,-0.013295,0.000552,0.124709,0.013397,0.074984,17
10170,1,1,0.010321,24.520395,0.172750,90.066124,24.121557,-0.052058,-4.407678,0.052058,4.407678,4.407986,0.358185,0.030769,0.358185,17.870155,0.008952,-0.136122,0.022541,0.002987,-0.013813,0.001014,0.138266,0.014168,0.084407,18
10180,1,1,0.019552,24.368155,0.194215,90.122086,23.912424,-0.098941,-4.693769,0.098941,4.693769,4.694812,0.360487,0.031891,0.360487,20.604107,0.016285,-0.151534,0.025672,0.005656,-0.014295,0.001840,0.154553,0.015483,0.095771,19
10190,1,1,0.036374,24.198801,0.218537,90.223328,23.681215,-0.186218,-4.979601,0.186218,4.979601,4.983082,0.360857,0.033122,0.360857,24.289825,0.028171,-0.171569,0.031496,0.010482,-0.014653,0.003274,0.176696,0.018311,0.111236,20
10200,1,1,0.065554,24.007566,0.248357,90.402924,23.424053,-0.344552,-5.255898,0.344552,5.255898,5.267180,0.356138,0.034420,0.356138,30.709229,0.042989,-0.204027,0.045962,0.018528,-0.014606,0.005633,0.213513,0.024256,0.137373,21
10210,1,1,0.110371,23.781849,0.292257,90.711258,23.131973,-0.616088,-5.496017,0.616088,5.496017,5.530440,0.336683,0.035662,0.336683,44.968555,0.038417,-0.271689,0.085998,0.028711,-0.013343,0.009015,0.287552,0.032919,0.193272,22
10220,1,1,0.151791,23.486149,0.375757,91.206535,22.782703,-1.013012,-5.629004,1.013012,5.629004,5.719429,0.277207,0.036483,0.277207,76.117233,-0.102599,-0.417912,0.179046,0.026856,-0.009357,0.011785,0.466085,0.030784,0.329308,23
10230,1,1,0.052776,23.041348,0.551850,91.867256,22.334595,-1.299345,-5.539736,1.299345,5.539736,5.690076,0.514221,0.036173,0.514221,106.138504,-0.627576,-0.575331,0.241886,-0.024628,-0.005413,0.007055,0.885080,0.026185,0.583126,24
10240,1,1,-0.574619,22.435619,0.790239,92.272072,21.799707,-0.649202,-5.353785,0.649202,5.353785,5.393003,0.962638,0.035605,0.962638,46.143288,-0.554175,-0.309252,0.016296,-0.036111,-0.014134,-0.001362,0.634833,0.038802,0.392335,25
10250,1,1,-1.132175,22.093437,0.802211,92.166809,21.416313,0.147355,-5.600465,-0.147355,5.600465,5.602403,0.573469,0.037240,0.573469,30.061010,0.182684,-0.207441,0.073463,0.010094,-0.012815,0.001659,0.286010,0.016397,0.188266,26
10260,1,1,-0.951668,21.851072,0.870795,92.254753,21.123394,-0.116447,-5.737784,0.116447,5.737784,5.738966,0.419630,0.038336,0.419630,31.233662,0.034371,-0.225788,0.044330,0.007200,-0.014155,0.001885,0.232652,0.015993,0.157290,27
10270,1,1,-0.918986,21.588211,0.909565,92.347252,20.798706,-0.220135,-5.923527,0.220135,5.923527,5.927616,0.305712,0.039736,0.305712,34.962227,0.018730,-0.250436,0.052698,0.010169,-0.014051,0.002681,0.256605,0.017550,0.176159,28
10280,1,1,-0.901398,21.298433,0.955967,92.481834,20.450819,-0.340201,-6.082591,0.340201,6.082591,6.092097,0.294349,0.041061,0.294349,40.058376,-0.006655,-0.282563,0.067421,0.012776,-0.013535,0.003377,0.290572,0.018916,0.203165,29
10290,1,1,-0.908632,20.974123,1.016304,92.652466,20.078520,-0.460884,-6.197826,0.460884,6.197826,6.214939,0.357897,0.042212,0.357897,46.208580,-0.057949,-0.321104,0.087079,0.012371,-0.012601,0.003590,0.337710,0.018020,0.240145,30
10300,1,1,-0.966797,20.608727,1.095459,92.831841,19.682909,-0.525365,-6.257915,0.525365,6.257915,6.279930,0.481191,0.043120,0.481191,50.211792,-0.125189,-0.349515,0.100189,0.007375,-0.011764,0.003017,0.384539,0.014208,0.274732,31
10310,1,1,-1.092283,20.212282,1.186821,92.975006,19.273552,-0.473431,-6.280451,0.473431,6.280451,6.298269,0.618847,0.043874,0.618847,48.083603,-0.140235,-0.344881,0.092372,0.002763,-0.011822,0.002234,0.383590,0.012345,0.273748,32
10320,1,1,-1.233135,19.817873,1.269391,93.068100,18.866440,-0.360240,-6.309336,0.360240,6.309336,6.319612,0.695020,0.044702,0.695020,43.816582,-0.075697,-0.326445,0.078536,0.004137,-0.012215,0.002184,0.344187,0.013080,0.248179,33
10330,1,1,-1.309454,19.439402,1.337095,93.154930,18.465286,-0.319219,-6.350125,0.319219,6.350125,6.358143,0.715288,0.045648,0.715288,42.972984,-0.040834,-0.327157,0.076952,0.005807,-0.012037,0.002256,0.338557,0.013554,0.246811,34
10340,1,1,-1.350708,19.057751,1.402144,93.244713,18.061745,-0.322416,-6.376346,0.322416,6.376346,6.384491,0.748527,0.046561,0.748527,43.478043,-0.045101,-0.336362,0.080461,0.005373,-0.011566,0.002051,0.348780,0.012916,0.256564,35
10350,1,1,-1.396054,18.664431,1.469589,93.321472,17.654224,-0.311089,-6.379755,0.311089,6.379755,6.387335,0.806430,0.047376,0.806430,43.236191,-0.046088,-0.340976,0.082453,0.004470,-0.011107,0.001833,0.353819,0.012112,0.262460,36
10360,1,1,-1.442255,18.264055,1.537878,93.384857,17.246422,-0.285942,-6.363973,0.285942,6.363973,6.370393,0.870005,0.048106,0.870005,42.345566,-0.037266,-0.341239,0.082708,0.003905,-0.010684,0.001715,0.353091,0.011504,0.264177,37
10370,1,1,-1.479488,17.861027,1.605243,93.441475,16.840998,-0.261415,-6.332019,0.261415,6.332019,6.337413,0.928058,0.048770,0.928058,41.330280,-0.027788,-0.340443,0.082720,0.003475,-0.010234,0.001629,0.351449,0.010929,0.265224,38
10380,1,1,-1.507082,17.456459,1.671416,93.493919,16.439054,-0.239852,-6.284339,0.239852,6.284339,6.288915,0.979573,0.049364,0.979573,40.255547,-0.020152,-0.338984,0.082809,0.003037,-0.009747,0.001541,0.349534,0.010325,0.266042,39
10390,1,1,-1.526867,17.051069,1.736459,93.542656,16.041624,-0.219589,-6.221233,0.219589,6.221233,6.225107,1.024279,0.049882,1.024279,39.072002,-0.013026,-0.336437,0.082885,0.002653,-0.009235,0.001462,0.346742,0.009719,0.266174,40
10400,1,1,-1.539345,16.646015,1.800351,93.588821,15.649908,-0.200915,-6.143353,0.200915,6.143353,6.146637,1.060939,0.050321,1.060939,37.792347,-0.006710,-0.332830,0.082976,0.002301,-0.008701,0.001389,0.343083,0.009106,0.265604,41
