t_ms,gps_outage,constant_vel,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_y,k_z,k_max,nis,dx_vel_n,dx_vel_e,dx_vel_d,dx_att_x,dx_att_y,dx_att_z,dx_vel_norm,dx_att_norm,dx_pos_norm,nhc_count
10000,1,1,-0.000001,25.795362,-0.005402,90.000008,25.793535,-0.000002,-0.307073,0.000002,0.307073,0.307073,0.038693,0.142714,0.142714,0.021443,-0.000000,-0.043824,0.005834,-0.000000,-0.008952,0.000000,0.044210,0.008952,0.019846,1
10010,1,1,-0.000001,25.750488,0.000403,90.000008,25.744991,-0.000002,-0.532142,0.000002,0.532142,0.532142,0.019490,0.082275,0.082275,0.159027,0.000000,-0.043782,0.005841,0.000000,-0.008800,0.000000,0.044170,0.008800,0.020118,2
10020,1,1,-0.000001,25.705158,0.006217,90.000000,25.694138,-0.000002,-0.752610,0.000002,0.752610,0.752610,0.013164,0.059013,0.059013,0.391713,0.000000,-0.044414,0.005993,0.000000,-0.008750,0.000000,0.044817,0.008750,0.020754,3
10030,1,1,-0.000001,25.658689,0.012183,90.000008,25.640316,-0.000001,-0.970927,0.000001,0.970927,0.970927,0.010057,0.046975,0.046975,0.716429,0.000000,-0.045610,0.006270,0.000000,-0.008777,0.000000,0.046039,0.008777,0.021710,4
10040,1,1,-0.000001,25.610500,0.018426,90.000000,25.582897,-0.000001,-1.188842,0.000001,1.188842,1.188842,0.008890,0.039818,0.039818,1.133131,0.000000,-0.047337,0.006664,0.000000,-0.008866,0.000000,0.047804,0.008866,0.022982,5
10050,1,1,-0.000001,25.560034,0.025058,90.000008,25.521252,-0.000002,-1.407763,0.000002,1.407763,1.407763,0.011088,0.035232,0.035232,1.644045,0.000000,-0.049598,0.007168,0.000000,-0.009011,0.000000,0.050113,0.009011,0.024580,6
10060,1,1,-0.000001,25.506721,0.032188,90.000008,25.454678,-0.000001,-1.628892,0.000001,1.628892,1.628892,0.013268,0.032177,0.032177,2.253267,0.000000,-0.052413,0.007782,0.000000,-0.009209,0.000000,0.052987,0.009209,0.026526,7
10070,1,1,-0.000001,25.449966,0.039921,90.000008,25.382433,-0.000000,-1.853274,0.000000,1.853274,1.853274,0.015440,0.030118,0.030118,2.966512,0.000000,-0.055816,0.008502,0.000000,-0.009454,0.000000,0.056460,0.009454,0.028849,8
10080,1,1,-0.000001,25.389130,0.048358,90.000008,25.303684,-0.000002,-2.081825,0.000002,2.081825,2.081825,0.017609,0.028751,0.028751,3.790907,0.000000,-0.059854,0.009331,0.000000,-0.009744,0.000000,0.060577,0.009744,0.031586,9
10090,1,1,-0.000001,25.323523,0.057600,90.000008,25.217522,-0.000004,-2.315335,0.000004,2.315335,2.315335,0.019779,0.027893,0.027893,4.734794,-0.000000,-0.064581,0.010268,-0.000000,-0.010076,0.000000,0.065392,0.010076,0.034782,10
