t_ms,gps_outage,constant_vel,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_y,k_z,k_max,nis,dx_vel_n,dx_vel_e,dx_vel_d,dx_att_x,dx_att_y,dx_att_z,dx_vel_norm,dx_att_norm,dx_pos_norm,nhc_count
850,0,1,-0.565407,-4.525566,-0.731813,83.641411,-4.618065,0.065235,0.072099,-0.065235,-0.072099,0.097231,0.189783,0.387347,0.387347,1.523396,0.012052,0.022291,-0.017178,0.000886,-0.002165,0.001191,0.030614,0.002625,0.008699,86
860,0,1,-0.568123,-4.538325,-0.752291,83.617134,-4.634192,0.064637,0.072056,-0.064637,-0.072056,0.096799,0.189927,0.379052,0.379052,1.515757,0.011938,0.022531,-0.017002,0.000897,-0.002168,0.001185,0.030647,0.002628,0.008854,87
870,0,1,-0.570770,-4.551040,-0.772995,83.593018,-4.650374,0.063983,0.072056,-0.063983,-0.072056,0.096363,0.190086,0.371042,0.371042,1.509045,0.011818,0.022793,-0.016835,0.000904,-0.002171,0.001177,0.030702,0.002630,0.009017,88
880,0,1,-0.573358,-4.563686,-0.793928,83.568993,-4.666593,0.063278,0.072096,-0.063278,-0.072096,0.095926,0.190261,0.363306,0.363306,1.503194,0.011693,0.023076,-0.016676,0.000907,-0.002175,0.001168,0.030778,0.002630,0.009186,89
890,0,1,-0.575897,-4.576241,-0.815093,83.544952,-4.682830,0.062524,0.072168,-0.062524,-0.072168,0.095486,0.190457,0.355839,0.355839,1.498086,0.011563,0.023379,-0.016522,0.000908,-0.002180,0.001157,0.030875,0.002630,0.009363,90
900,0,1,-0.578394,-4.588683,-0.836491,83.520790,-4.699068,0.061725,0.072271,-0.061725,-0.072271,0.095043,0.190672,0.348635,0.348635,1.493623,0.011430,0.023701,-0.016374,0.000905,-0.002184,0.001146,0.030992,0.002627,0.009546,91
910,0,1,-0.580856,-4.600992,-0.858123,83.496399,-4.715289,0.060881,0.072399,-0.060881,-0.072399,0.094594,0.190908,0.341689,0.341689,1.489672,0.011293,0.024039,-0.016231,0.000899,-0.002189,0.001133,0.031126,0.002623,0.009734,92
920,0,1,-0.583292,-4.613150,-0.879989,83.471687,-4.731480,0.059992,0.072547,-0.059992,-0.072547,0.094139,0.191165,0.334986,0.334986,1.486119,0.011152,0.024392,-0.016091,0.000891,-0.002193,0.001118,0.031277,0.002618,0.009929,93
930,0,1,-0.585708,-4.625141,-0.902089,83.446564,-4.747628,0.059062,0.072712,-0.059062,-0.072712,0.093677,0.191443,0.328524,0.328524,1.482878,0.011009,0.024759,-0.015952,0.000879,-0.002197,0.001103,0.031443,0.002611,0.010128,94
940,0,1,-0.588112,-4.636948,-0.924419,83.420921,-4.763720,0.058089,0.072890,-0.058089,-0.072890,0.093205,0.191741,0.322293,0.322293,1.479831,0.010863,0.025137,-0.015815,0.000866,-0.002201,0.001086,0.031623,0.002602,0.010332,95
950,0,1,-0.590511,-4.648558,-0.946979,83.394684,-4.779747,0.057073,0.073077,-0.057073,-0.073077,0.092723,0.192060,0.325271,0.325271,1.476883,0.010715,0.025524,-0.015679,0.000849,-0.002204,0.001068,0.031814,0.002592,0.010539,96
960,0,1,-0.592911,-4.659960,-0.969765,83.367714,-4.795697,0.056015,0.073270,-0.056015,-0.073270,0.092229,0.192397,0.330889,0.330889,1.473939,0.010564,0.025918,-0.015543,0.000830,-0.002206,0.001048,0.032015,0.002580,0.010750,97
970,0,1,-0.595322,-4.671144,-0.992773,83.339943,-4.811567,0.054914,0.073466,-0.054914,-0.073466,0.091721,0.192752,0.336622,0.336622,1.470922,0.010410,0.026319,-0.015406,0.000809,-0.002208,0.001028,0.032224,0.002566,0.010963,98
980,0,1,-0.597749,-4.682101,-1.015999,83.311264,-4.827350,0.053770,0.073663,-0.053770,-0.073663,0.091200,0.193122,0.342457,0.342457,1.467781,0.010254,0.026724,-0.015268,0.000785,-0.002209,0.001005,0.032441,0.002551,0.011179,99
