t_ms,gps_outage,constant_vel,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_y,k_z,k_max,nis,dx_vel_n,dx_vel_e,dx_vel_d,dx_att_x,dx_att_y,dx_att_z,dx_vel_norm,dx_att_norm,dx_pos_norm,nhc_count
10000,1,1,-0.000001,25.795362,-0.005402,90.000008,25.793535,-0.000002,-0.307073,0.000002,0.307073,0.307073,0.038749,0.172060,0.172060,0.025852,-0.000000,-0.052835,0.007033,-0.000000,-0.010792,0.000000,0.053301,0.010792,0.023927,1
10010,1,1,-0.000001,25.741373,0.001603,90.000008,25.734882,-0.000001,-0.578159,0.000001,0.578159,0.578159,0.064954,0.093825,0.093825,0.681781,0.000000,-0.054246,0.007382,0.000000,-0.010676,0.000000,0.054746,0.010676,0.025198,2
10020,1,1,-0.000001,25.685352,0.008957,90.000008,25.671457,-0.000002,-0.844820,0.000002,0.844820,0.844820,0.118371,0.069033,0.118371,1.879368,0.000000,-0.058320,0.008290,0.000000,-0.010847,0.000000,0.058906,0.010847,0.028031,3
10030,1,1,-0.000000,25.624571,0.017219,90.000008,25.600365,-0.000002,-1.113667,0.000002,1.113667,1.113667,0.160064,0.058415,0.160064,3.620284,0.000000,-0.065055,0.009734,0.000000,-0.011265,0.000000,0.065779,0.011265,0.032480,4
10040,1,1,-0.000000,25.556271,0.026917,90.000008,25.518450,-0.000002,-1.390131,0.000002,1.390131,1.390131,0.191857,0.053739,0.191857,5.952304,0.000000,-0.074705,0.011722,0.000000,-0.011906,0.000000,0.075619,0.011906,0.038750,5
10050,1,1,0.000000,25.477400,0.038585,90.000008,25.422058,-0.000004,-1.678808,0.000004,1.678808,1.678808,0.216173,0.052248,0.216173,8.960913,0.000000,-0.087715,0.014291,0.000000,-0.012754,0.000000,0.088872,0.012754,0.047166,6
10060,1,1,0.000001,25.384424,0.052791,90.000008,25.306868,-0.000004,-1.983502,0.000004,1.983502,1.983502,0.235290,0.052787,0.235290,12.763423,0.000001,-0.104702,0.017511,0.000000,-0.013789,0.000000,0.106157,0.013789,0.058166,7
10070,1,1,0.000001,25.273157,0.070159,90.000015,25.167734,-0.000007,-2.307104,0.000007,2.307104,2.307104,0.250911,0.054799,0.250911,17.502066,0.000001,-0.126428,0.021493,0.000000,-0.014990,0.000000,0.128242,0.014990,0.072300,8
10080,1,1,0.000003,25.138609,0.091416,90.000023,24.998571,-0.000014,-2.651337,0.000014,2.651337,2.651337,0.264067,0.057995,0.264067,23.333012,0.000002,-0.153763,0.026398,0.000000,-0.016329,0.000000,0.156013,0.016329,0.090214,9
10090,1,1,0.000004,24.974880,0.117435,90.000038,24.792341,-0.000023,-3.016356,0.000023,3.016356,3.016356,0.275178,0.062201,0.275178,30.407684,0.000003,-0.187622,0.032448,0.000001,-0.017763,0.000000,0.190407,0.017763,0.112611,10
10100,1,1,0.000007,24.775116,0.149290,90.000061,24.541134,-0.000037,-3.400218,0.000037,3.400218,3.400218,0.284219,0.067301,0.284219,38.842754,0.000004,-0.228838,0.039938,0.000001,-0.019234,0.000001,0.232296,0.019234,0.140185,11
10110,1,1,0.000011,24.531590,0.188325,90.000076,24.236492,-0.000056,-3.798252,0.000056,3.798252,3.798252,0.290890,0.073185,0.290890,48.675423,0.000006,-0.277974,0.049227,0.000001,-0.020660,0.000001,0.282300,0.020660,0.173499,12
10120,1,1,0.000017,24.235977,0.236218,90.000130,23.870029,-0.000087,-4.202415,0.000087,4.202415,4.202415,0.294772,0.079727,0.294772,59.804310,0.000008,-0.335047,0.060721,0.000002,-0.021939,0.000001,0.340505,0.021939,0.212802,13
10130,1,1,0.000025,23.879921,0.295016,90.000191,23.434383,-0.000128,-4.600814,0.000128,4.600814,4.600814,0.295449,0.086762,0.295449,71.922623,0.000009,-0.399174,0.074813,0.000003,-0.022945,0.000002,0.406124,0.022945,0.257787,14
10140,1,1,0.000034,23.455936,0.367131,90.000267,22.924631,-0.000184,-4.977665,0.000184,4.977665,4.977665,0.292543,0.094063,0.292543,84.461693,0.000006,-0.468216,0.091777,0.000004,-0.023545,0.000002,0.477126,0.023545,0.307324,15
10150,1,1,0.000041,22.958698,0.455219,90.000366,22.339884,-0.000250,-5.314019,0.000250,5.314019,5.314019,0.285669,0.101343,0.285669,96.576050,-0.000004,-0.538539,0.111621,0.000004,-0.023613,0.000002,0.549985,0.023613,0.359236,16
10160,1,1,0.000037,22.386560,0.561927,90.000496,21.684818,-0.000312,-5.589523,0.000312,5.589523,5.589523,0.274308,0.108251,0.274308,107.205772,-0.000024,-0.605073,0.133914,0.000003,-0.023062,0.000002,0.619715,0.023062,0.410267,17
10170,1,1,0.000014,21.743023,0.689472,90.000610,20.970591,-0.000345,-5.785226,0.000345,5.785226,5.785226,0.257672,0.114406,0.257672,115.237938,-0.000048,-0.661863,0.157665,0.000002,-0.021871,0.000002,0.680383,0.021871,0.456352,18
10180,1,1,-0.000033,21.037651,0.839107,90.000702,20.214607,-0.000335,-5.886981,0.000335,5.886981,5.886981,0.269537,0.119437,0.269537,119.747124,-0.000064,-0.703121,0.181333,0.000000,-0.020106,0.000001,0.726127,0.020106,0.493270,19
10190,1,1,-0.000096,20.285919,1.010590,90.000748,19.438768,-0.000280,-5.888480,0.000280,5.888480,5.888480,0.402479,0.123045,0.402479,120.237534,-0.000055,-0.724549,0.203037,0.000000,-0.017915,0.000001,0.752460,0.017915,0.517529,20
10200,1,1,-0.000151,19.507729,1.201864,90.000763,18.666534,-0.000220,-5.792795,0.000220,5.792795,5.792795,0.538781,0.125057,0.538781,116.782936,-0.000035,-0.724429,0.220922,0.000001,-0.015502,0.000000,0.757366,0.015502,0.527201,21
10210,1,1,-0.000186,18.724815,1.409088,90.000786,17.919600,-0.000180,-5.611795,0.000180,5.611795,5.611795,0.661231,0.125451,0.661231,109.995674,-0.000022,-0.704004,0.233571,0.000001,-0.013078,0.000000,0.741739,0.013078,0.522336,22
