t_ms,gps_outage,constant_vel,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_y,k_z,k_max,nis,dx_vel_n,dx_vel_e,dx_vel_d,dx_att_x,dx_att_y,dx_att_z,dx_vel_norm,dx_att_norm,dx_pos_norm,nhc_count
10000,1,1,-0.000001,25.795362,-0.005402,90.000008,25.793535,-0.000002,-0.307073,0.000002,0.307073,0.307073,0.038693,0.172060,0.172060,0.025852,-0.000000,-0.052835,0.007033,-0.000000,-0.010792,0.000000,0.053301,0.010792,0.023927,1
10010,1,1,-0.000001,25.741373,0.001603,90.000008,25.734882,-0.000001,-0.578159,0.000001,0.578159,0.578159,0.019507,0.093825,0.093825,0.681781,0.000000,-0.054246,0.007382,0.000000,-0.010676,0.000000,0.054746,0.010676,0.025198,2
10020,1,1,-0.000001,25.685352,0.008957,90.000008,25.671457,-0.000002,-0.844820,0.000002,0.844820,0.844820,0.013195,0.069033,0.069033,1.879368,-0.000000,-0.058320,0.008290,-0.000000,-0.010847,0.000000,0.058907,0.010847,0.028031,3
10030,1,1,-0.000001,25.624571,0.017219,90.000008,25.600365,-0.000002,-1.113667,0.000002,1.113667,1.113667,0.010102,0.058415,0.058415,3.620284,-0.000000,-0.065055,0.009734,-0.000000,-0.011265,0.000000,0.065779,0.011265,0.032480,4
10040,1,1,-0.000001,25.556271,0.026917,90.000008,25.518450,-0.000002,-1.390131,0.000002,1.390131,1.390131,0.011099,0.053739,0.053739,5.952302,-0.000000,-0.074705,0.011722,-0.000000,-0.011906,0.000000,0.075619,0.011906,0.038750,5
10050,1,1,-0.000001,25.477400,0.038585,90.000008,25.422060,-0.000002,-1.678808,0.000002,1.678808,1.678808,0.014135,0.052248,0.052248,8.960912,0.000000,-0.087715,0.014291,0.000000,-0.012754,0.000000,0.088872,0.012754,0.047166,6
10060,1,1,-0.000001,25.384424,0.052791,90.000008,25.306870,-0.000001,-1.983502,0.000001,1.983502,1.983502,0.017351,0.052787,0.052787,12.763428,0.000000,-0.104702,0.017511,0.000000,-0.013789,0.000000,0.106157,0.013789,0.058166,7
10070,1,1,-0.000001,25.273157,0.070159,90.000008,25.167730,-0.000002,-2.307104,0.000002,2.307104,2.307104,0.020773,0.054799,0.054799,17.502064,0.000000,-0.126428,0.021493,-0.000000,-0.014990,0.000000,0.128242,0.014990,0.072300,8
10080,1,1,-0.000000,25.138609,0.091416,90.000008,24.998571,-0.000001,-2.651337,0.000001,2.651337,2.651337,0.024404,0.057995,0.057995,23.333010,0.000000,-0.153763,0.026398,0.000000,-0.016329,0.000000,0.156013,0.016329,0.090214,9
10090,1,1,-0.000000,24.974880,0.117435,90.000008,24.792339,-0.000002,-3.016356,0.000002,3.016356,3.016356,0.028216,0.062201,0.062201,30.407681,0.000000,-0.187622,0.032448,-0.000000,-0.017763,0.000000,0.190407,0.017763,0.112611,10
10100,1,1,-0.000000,24.775116,0.149290,90.000008,24.541134,-0.000002,-3.400218,0.000002,3.400218,3.400218,0.032144,0.067301,0.067301,38.842758,0.000000,-0.228838,0.039938,-0.000000,-0.019234,0.000000,0.232296,0.019234,0.140185,11
10110,1,1,-0.000000,24.531590,0.188326,90.000008,24.236492,-0.000002,-3.798253,0.000002,3.798253,3.798253,0.036086,0.073185,0.073185,48.675430,0.000000,-0.277974,0.049227,-0.000000,-0.020660,0.000000,0.282299,0.020660,0.173499,12
10120,1,1,-0.000000,24.235977,0.236218,90.000008,23.870029,-0.000004,-4.202415,0.000004,4.202415,4.202415,0.039891,0.079727,0.079727,59.804325,-0.000000,-0.335047,0.060721,-0.000000,-0.021939,0.000000,0.340505,0.021939,0.212802,13
10130,1,1,-0.000000,23.879921,0.295017,90.000008,23.434381,-0.000002,-4.600813,0.000002,4.600813,4.600813,0.043373,0.086762,0.086762,71.922585,-0.000001,-0.399174,0.074812,-0.000000,-0.022945,-0.000000,0.406124,0.022945,0.257787,14
10140,1,1,-0.000001,23.455936,0.367131,90.000008,22.924631,-0.000003,-4.977664,0.000003,4.977664,4.977664,0.046319,0.094063,0.094063,84.461678,-0.000001,-0.468216,0.091777,-0.000000,-0.023545,-0.000000,0.477126,0.023545,0.307323,15
10150,1,1,-0.000002,22.958698,0.455219,90.000008,22.339884,0.000000,-5.314019,-0.000000,5.314019,5.314019,0.048512,0.101343,0.101343,96.576050,0.000000,-0.538538,0.111621,0.000000,-0.023613,-0.000000,0.549984,0.023613,0.359236,16
10160,1,1,-0.000002,22.386560,0.561927,90.000008,21.684814,0.000000,-5.589521,-0.000000,5.589521,5.589521,0.049759,0.108251,0.108251,107.205681,0.000001,-0.605072,0.133914,0.000000,-0.023062,0.000000,0.619714,0.023062,0.410266,17
10170,1,1,-0.000000,21.743025,0.689472,90.000008,20.970592,-0.000003,-5.785225,0.000003,5.785225,5.785225,0.049914,0.114406,0.114406,115.237907,0.000000,-0.661862,0.157664,-0.000000,-0.021871,0.000000,0.680382,0.021871,0.456352,18
10180,1,1,0.000000,21.037653,0.839107,90.000008,20.214609,-0.000005,-5.886981,0.000005,5.886981,5.886981,0.048902,0.119437,0.119437,119.747108,-0.000001,-0.703121,0.181333,-0.000000,-0.020106,0.000000,0.726127,0.020106,0.493270,19
10190,1,1,-0.000001,20.285921,1.010590,90.000015,19.438768,-0.000004,-5.888479,0.000004,5.888479,5.888479,0.046728,0.123045,0.123045,120.237488,-0.000002,-0.724549,0.203037,-0.000000,-0.017915,-0.000000,0.752460,0.017915,0.517529,20
10200,1,1,-0.000003,19.507730,1.201863,90.000023,18.666538,-0.000001,-5.792794,0.000001,5.792794,5.792794,0.043471,0.125057,0.125057,116.782906,-0.000002,-0.724428,0.220922,-0.000000,-0.015502,-0.000000,0.757366,0.015502,0.527201,21
10210,1,1,-0.000005,18.724817,1.409088,90.000023,17.919603,0.000003,-5.611794,-0.000003,5.611794,5.611794,0.042015,0.125451,0.125451,109.995636,0.000000,-0.704004,0.233570,0.000000,-0.013078,-0.000000,0.741739,0.013078,0.522335,22
10220,1,1,-0.000005,17.957767,1.627073,90.000015,17.215139,0.000002,-5.363565,-0.000002,5.363565,5.363565,0.058035,0.124355,0.124355,100.839592,0.000001,-0.666986,0.240286,0.000000,-0.010820,0.000000,0.708948,0.010820,0.504788,23
10230,1,1,-0.000003,17.223518,1.849987,90.000015,16.564384,-0.000001,-5.068852,0.000001,5.068852,5.068852,0.074075,0.122009,0.122009,90.377731,0.000002,-0.618445,0.241152,0.000000,-0.008845,0.000000,0.663798,0.008845,0.477589,24
10240,1,1,-0.000002,16.533970,2.072113,90.000015,15.972633,-0.000003,-4.747723,0.000003,4.747723,4.747723,0.089324,0.118711,0.118711,79.557640,0.000001,-0.563605,0.236882,0.000000,-0.007203,0.000000,0.611362,0.007203,0.444143,25
10250,1,1,-0.000000,15.895803,2.288465,90.000008,15.440255,-0.000004,-4.417259,0.000004,4.417259,4.417259,0.103072,0.114765,0.114765,69.091377,0.000000,-0.506949,0.228557,-0.000000,-0.005890,0.000000,0.556089,0.005890,0.407593,26
