t_ms,gps_outage,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_max,dx_vel,dx_att,dx_pos,nhc_count
17860,1,0.705364,-3.617395,1.431543,-78.962006,3.953781,0.000121,0.003196,-0.000121,-0.003196,0.003199,4.878196,0.005097,0.000218,0.023321,1787
17870,1,0.700660,-3.624609,1.433619,-79.055298,3.960299,0.000124,0.003112,-0.000124,-0.003112,0.003114,4.991494,0.005036,0.000213,0.023203,1788
17880,1,0.695922,-3.631763,1.435687,-79.148659,3.966762,0.000128,0.003021,-0.000128,-0.003021,0.003024,5.113076,0.004967,0.000208,0.023046,1789
17890,1,0.691148,-3.638847,1.437743,-79.242020,3.973158,0.000131,0.002923,-0.000131,-0.002923,0.002926,5.241983,0.004885,0.000202,0.022834,1790
17900,1,0.686337,-3.645851,1.439786,-79.335464,3.979480,0.000134,0.002818,-0.000134,-0.002818,0.002821,5.380989,0.004792,0.000195,0.022568,1791
17910,1,0.681486,-3.652762,1.441812,-79.428955,3.985713,0.000137,0.002705,-0.000137,-0.002705,0.002708,5.529113,0.004684,0.000188,0.022226,1792
17920,1,0.676593,-3.659565,1.443817,-79.522491,3.991841,0.000141,0.002583,-0.000141,-0.002583,0.002586,5.687631,0.004557,0.000181,0.021799,1793
17930,1,0.671654,-3.666244,1.445794,-79.616112,3.997846,0.000144,0.002450,-0.000144,-0.002450,0.002454,5.857716,0.004410,0.000173,0.021265,1794
17940,1,0.666667,-3.672776,1.447737,-79.709785,4.003706,0.000147,0.002306,-0.000147,-0.002306,0.002310,6.040689,0.004238,0.000163,0.020606,1795
17950,1,0.661628,-3.679137,1.449639,-79.803551,4.009396,0.000149,0.002149,-0.000149,-0.002149,0.002154,6.239895,0.004036,0.000153,0.019801,1796
17960,1,0.656531,-3.685300,1.451492,-79.897392,4.014885,0.000152,0.001977,-0.000152,-0.001977,0.001983,6.459726,0.003801,0.000142,0.018819,1797
17970,1,0.651372,-3.691232,1.453285,-79.991302,4.020139,0.000155,0.001789,-0.000155,-0.001789,0.001795,6.696536,0.003525,0.000129,0.017617,1798
17980,1,0.646145,-3.696892,1.455005,-80.085350,4.025115,0.000157,0.001583,-0.000157,-0.001583,0.001590,6.952507,0.003199,0.000116,0.016145,1799
17990,1,0.640842,-3.702233,1.456635,-80.179474,4.029763,0.000159,0.001356,-0.000159,-0.001356,0.001365,7.233317,0.002814,0.000100,0.014346,1800
18000,1,0.635454,-3.707197,1.458158,-80.273750,4.034023,0.000160,0.001105,-0.000160,-0.001105,0.001117,7.540119,0.002357,0.000082,0.012146,1801
18010,1,0.629972,-3.711716,1.459549,-80.368126,4.037818,0.000162,0.000827,-0.000162,-0.000827,0.000843,7.875527,0.001811,0.000063,0.009449,1802
18020,1,0.624382,-3.715705,1.460780,-80.462669,4.041063,0.000162,0.000519,-0.000162,-0.000519,0.000544,8.245256,0.001160,0.000040,0.006146,1803
18030,1,0.618670,-3.719064,1.461816,-80.557388,4.043649,0.000162,0.000176,-0.000162,-0.000176,0.000239,8.651476,0.000381,0.000015,0.002090,1804
18040,1,0.612818,-3.721668,1.462614,-80.652267,4.045442,0.000161,-0.000206,-0.000161,0.000206,0.000262,9.099831,0.000559,0.000015,0.002891,1805
18050,1,0.606805,-3.723369,1.463123,-80.747383,4.046285,0.000161,-0.000632,-0.000161,0.000632,0.000652,9.592121,0.001684,0.000047,0.009004,1806
18060,1,0.600606,-3.723989,1.463278,-80.842728,4.045985,0.000162,-0.001107,-0.000162,0.001107,0.001118,10.129622,0.003038,0.000085,0.016500,1807
18070,1,0.594191,-3.723310,1.463003,-80.938347,4.044313,0.000164,-0.001634,-0.000164,0.001634,0.001642,10.718558,0.004659,0.000128,0.025649,1808
18080,1,0.587526,-3.721079,1.462210,-81.034302,4.040998,0.000170,-0.002218,-0.000170,0.002218,0.002224,11.359118,0.006594,0.000176,0.036768,1809
18090,1,0.580571,-3.717000,1.460791,-81.130623,4.035722,0.000180,-0.002860,-0.000180,0.002860,0.002865,12.047380,0.008881,0.000231,0.050144,1810
18100,1,0.573283,-3.710738,1.458631,-81.227348,4.028129,0.000197,-0.003557,-0.000197,0.003557,0.003562,12.779469,0.011542,0.000291,0.065994,1811
18110,1,0.565616,-3.701940,1.455602,-81.324554,4.017840,0.000225,-0.004302,-0.000225,0.004302,0.004308,13.538429,0.014577,0.000357,0.084381,1812
18120,1,0.557529,-3.690248,1.451583,-81.422279,4.004477,0.000264,-0.005080,-0.000264,0.005080,0.005087,14.303672,0.017932,0.000426,0.105077,1813
18130,1,0.548987,-3.675357,1.446471,-81.520554,3.987716,0.000316,-0.005864,-0.000316,0.005864,0.005873,15.046593,0.021486,0.000495,0.127419,1814
18140,1,0.539973,-3.657072,1.440206,-81.619362,3.967354,0.000381,-0.006619,-0.000381,0.006619,0.006630,15.722178,0.025022,0.000559,0.150107,1815
18150,1,0.530500,-3.635400,1.432805,-81.718658,3.943405,0.000455,-0.007298,-0.000455,0.007298,0.007312,16.284164,0.028241,0.000614,0.171265,1816
18160,1,0.520621,-3.610628,1.424388,-81.818336,3.916185,0.000529,-0.007848,-0.000529,0.007848,0.007866,16.686710,0.030800,0.000653,0.188643,1817
18170,1,0.510434,-3.583363,1.415187,-81.918213,3.886351,0.000593,-0.008225,-0.000593,0.008225,0.008247,16.894182,0.032400,0.000673,0.200140,1818
18180,1,0.500076,-3.554496,1.405532,-82.018120,3.854864,0.000638,-0.008401,-0.000638,0.008401,0.008425,16.900448,0.032884,0.000672,0.204528,1819
18190,1,0.489704,-3.525069,1.395790,-82.117889,3.822836,0.000656,-0.008379,-0.000656,0.008379,0.008404,16.729792,0.032328,0.000654,0.201998,1820
18200,1,0.479463,-3.496058,1.386292,-82.217430,3.791312,0.000648,-0.008188,-0.000648,0.008188,0.008214,16.440401,0.030992,0.000624,0.194107,1821
18210,1,0.469466,-3.468204,1.377270,-82.316734,3.761070,0.000620,-0.007886,-0.000620,0.007886,0.007910,16.080805,0.029225,0.000590,0.183004,1822
18220,1,0.459771,-3.441920,1.368842,-82.415794,3.732542,0.000577,-0.007523,-0.000577,0.007523,0.007545,15.712424,0.027331,0.000555,0.170777,1823
18230,1,0.450398,-3.417333,1.361024,-82.514679,3.705855,0.000526,-0.007144,-0.000526,0.007144,0.007164,15.369600,0.025512,0.000523,0.158845,1824
18240,1,0.441334,-3.394383,1.353775,-82.613411,3.680934,0.000474,-0.006781,-0.000474,0.006781,0.006797,15.066355,0.023876,0.000496,0.147994,1825
18250,1,0.432553,-3.372904,1.347027,-82.712090,3.657598,0.000424,-0.006445,-0.000424,0.006445,0.006459,14.806583,0.022443,0.000472,0.138451,1826
18260,1,0.424022,-3.352708,1.340710,-82.810692,3.635645,0.000377,-0.006142,-0.000377,0.006142,0.006154,14.578390,0.021191,0.000452,0.130096,1827
18270,1,0.415713,-3.333627,1.334767,-82.909241,3.614894,0.000334,-0.005868,-0.000334,0.005868,0.005877,14.374786,0.020081,0.000433,0.122723,1828
18280,1,0.407603,-3.315531,1.329155,-83.007759,3.595206,0.000295,-0.005616,-0.000295,0.005616,0.005624,14.188362,0.019079,0.000417,0.116109,1829
18290,1,0.399672,-3.298318,1.323841,-83.106270,3.576474,0.000259,-0.005383,-0.000259,0.005383,0.005389,14.004334,0.018148,0.000401,0.109996,1830
18300,1,0.391906,-3.281924,1.318807,-83.204735,3.558629,0.000224,-0.005160,-0.000224,0.005160,0.005165,13.825136,0.017265,0.000385,0.104251,1831
18310,1,0.384295,-3.266303,1.314040,-83.303169,3.541624,0.000191,-0.004946,-0.000191,0.004946,0.004950,13.643886,0.016416,0.000370,0.098768,1832
18320,1,0.376830,-3.251426,1.309530,-83.401573,3.525425,0.000159,-0.004737,-0.000159,0.004737,0.004739,13.456806,0.015580,0.000355,0.093418,1833
18330,1,0.369506,-3.237279,1.305278,-83.499924,3.510020,0.000127,-0.004528,-0.000127,0.004528,0.004529,13.262277,0.014749,0.000340,0.088136,1834
18340,1,0.362318,-3.223859,1.301282,-83.598213,3.495405,0.000095,-0.004318,-0.000095,0.004318,0.004319,13.057376,0.013919,0.000325,0.082879,1835
18350,1,0.355261,-3.211168,1.297545,-83.696472,3.481583,0.000062,-0.004106,-0.000062,0.004106,0.004107,12.841294,0.013084,0.000309,0.077625,1836
18360,1,0.348333,-3.199211,1.294070,-83.794647,3.468558,0.000029,-0.003891,-0.000029,0.003891,0.003891,12.615694,0.012243,0.000293,0.072368,1837
18370,1,0.341530,-3.187995,1.290858,-83.892754,3.456336,-0.000006,-0.003672,0.000006,0.003672,0.003672,12.378229,0.011398,0.000277,0.067113,1838
18380,1,0.334850,-3.177525,1.287913,-83.990776,3.444924,-0.000042,-0.003448,0.000042,0.003448,0.003449,12.133624,0.010551,0.000260,0.061872,1839
18390,1,0.328289,-3.167806,1.285236,-84.088707,3.434325,-0.000079,-0.003220,0.000079,0.003220,0.003221,11.875847,0.009700,0.000243,0.056636,1840
18400,1,0.321844,-3.158841,1.282828,-84.186546,3.424544,-0.000118,-0.002986,0.000118,0.002986,0.002989,11.608729,0.008845,0.000225,0.051422,1841
18410,1,0.315511,-3.150638,1.280691,-84.284264,3.415586,-0.000159,-0.002748,0.000159,0.002748,0.002752,11.329037,0.007990,0.000207,0.046237,1842
18420,1,0.309288,-3.143197,1.278824,-84.381844,3.407453,-0.000203,-0.002503,0.000203,0.002503,0.002511,11.036416,0.007134,0.000189,0.041094,1843
18430,1,0.303171,-3.136521,1.277230,-84.479301,3.400146,-0.000249,-0.002251,0.000249,0.002251,0.002265,10.733814,0.006279,0.000171,0.035994,1844
18440,1,0.297156,-3.130612,1.275907,-84.576591,3.393666,-0.000298,-0.001994,0.000298,0.001994,0.002016,10.416974,0.005427,0.000152,0.030967,1845
18450,1,0.291240,-3.125468,1.274855,-84.673729,3.388012,-0.000349,-0.001728,0.000349,0.001728,0.001763,10.083655,0.004579,0.000132,0.026010,1846
18460,1,0.285419,-3.121089,1.274071,-84.770676,3.383181,-0.000404,-0.001454,0.000404,0.001454,0.001509,9.733049,0.003736,0.000112,0.021135,1847
18470,1,0.279689,-3.117471,1.273553,-84.867401,3.379170,-0.000462,-0.001171,0.000462,0.001171,0.001259,9.368595,0.002901,0.000092,0.016371,1848
18480,1,0.274047,-3.114611,1.273300,-84.963913,3.375973,-0.000526,-0.000878,0.000526,0.000878,0.001023,8.985560,0.002079,0.000071,0.011744,1849
18490,1,0.268489,-3.112500,1.273304,-85.060173,3.373580,-0.000595,-0.000575,0.000595,0.000575,0.000827,8.583403,0.001273,0.000051,0.007281,1850
18500,1,0.263010,-3.111125,1.273560,-85.156143,3.371978,-0.000670,-0.000259,0.000670,0.000259,0.000718,8.162577,0.000499,0.000032,0.003014,1851
18510,1,0.257606,-3.110473,1.274060,-85.251801,3.371147,-0.000751,0.000069,0.000751,-0.000069,0.000754,7.719462,0.000332,0.000021,0.001027,1852
18520,1,0.252272,-3.110524,1.274794,-85.347092,3.371068,-0.000840,0.000409,0.000840,-0.000409,0.000934,7.251970,0.001037,0.000032,0.004760,1853
18530,1,0.247005,-3.111249,1.275747,-85.442009,3.371707,-0.000938,0.000764,0.000938,-0.000764,0.001210,6.761665,0.001725,0.000053,0.008151,1854
18540,1,0.241797,-3.112615,1.276902,-85.536499,3.373027,-0.001048,0.001133,0.001048,-0.001133,0.001543,6.247978,0.002365,0.000077,0.011122,1855
18550,1,0.236645,-3.114576,1.278238,-85.630516,3.374979,-0.001168,0.001517,0.001168,-0.001517,0.001914,5.708455,0.002942,0.000102,0.013592,1856
18560,1,0.231542,-3.117079,1.279729,-85.723991,3.377498,-0.001301,0.001914,0.001301,-0.001914,0.002315,5.144869,0.003443,0.000128,0.015479,1857
18570,1,0.226482,-3.120053,1.281343,-85.816879,3.380512,-0.001451,0.002325,0.001451,-0.002325,0.002740,4.596242,0.003851,0.000154,0.016682,1858
18580,1,0.221459,-3.123417,1.283042,-85.909119,3.383928,-0.001617,0.002747,0.001617,-0.002747,0.003187,4.109315,0.004151,0.000181,0.017113,1859
18590,1,0.216465,-3.127073,1.284781,-86.000671,3.387639,-0.001802,0.003178,0.001802,-0.003178,0.003653,3.602570,0.004328,0.000208,0.016696,1860
18600,1,0.211494,-3.130908,1.286510,-86.091438,3.391521,-0.002007,0.003613,0.002007,-0.003613,0.004134,3.080249,0.004368,0.000235,0.015369,1861
18610,1,0.206539,-3.134797,1.288174,-86.181389,3.395436,-0.002234,0.004048,0.002234,-0.004048,0.004624,2.546701,0.004260,0.000261,0.013124,1862
18620,1,0.201596,-3.138602,1.289712,-86.270493,3.399235,-0.002481,0.004476,0.002481,-0.004476,0.005117,2.010349,0.004003,0.000285,0.010093,1863
18630,1,0.196658,-3.142180,1.291065,-86.358719,3.402762,-0.002746,0.004889,0.002746,-0.004889,0.005607,1.479130,0.003608,0.000309,0.006758,1864
18640,1,0.191726,-3.145396,1.292171,-86.446083,3.405869,-0.003025,0.005275,0.003025,-0.005275,0.006081,1.522901,0.003095,0.000330,0.005208,1865
18650,1,0.186797,-3.148122,1.292983,-86.532616,3.408420,-0.003311,0.005626,0.003311,-0.005626,0.006528,1.645591,0.002518,0.000348,0.008108,1866
18660,1,0.181875,-3.150264,1.293463,-86.618454,3.410314,-0.003592,0.005932,0.003592,-0.005932,0.006935,1.755131,0.001957,0.000363,0.013022,1867
18670,1,0.176967,-3.151767,1.293596,-86.703705,3.411494,-0.003857,0.006185,0.003857,-0.006185,0.007289,1.847317,0.001542,0.000375,0.018179,1868
18680,1,0.172078,-3.152622,1.293386,-86.788605,3.411955,-0.004087,0.006378,0.004087,-0.006378,0.007575,1.915372,0.001412,0.000383,0.022850,1869
18690,1,0.167219,-3.152881,1.292868,-86.873344,3.411755,-0.004270,0.006512,0.004270,-0.006512,0.007787,2.038831,0.001545,0.000387,0.026641,1870
18700,1,0.162395,-3.152637,1.292094,-86.958153,3.411003,-0.004394,0.006588,0.004394,-0.006588,0.007919,2.233017,0.001760,0.000387,0.029265,1871
18710,1,0.157611,-3.152025,1.291133,-87.043213,3.409847,-0.004451,0.006613,0.004451,-0.006613,0.007971,2.348716,0.001924,0.000385,0.030656,1872
18720,1,0.152866,-3.151194,1.290062,-87.128693,3.408458,-0.004442,0.006597,0.004442,-0.006597,0.007953,2.391987,0.001989,0.000381,0.030875,1873
18730,1,0.148156,-3.150290,1.288954,-87.214661,3.406996,-0.004375,0.006553,0.004375,-0.006553,0.007879,2.381997,0.001958,0.000375,0.030158,1874
18740,1,0.143474,-3.149441,1.287870,-87.301117,3.405600,-0.004261,0.006491,0.004261,-0.006491,0.007764,2.327793,0.001858,0.000368,0.028752,1875
18750,1,0.138808,-3.148741,1.286855,-87.388039,3.404377,-0.004115,0.006420,0.004115,-0.006420,0.007626,2.249004,0.001730,0.000362,0.026963,1876
18760,1,0.134151,-3.148246,1.285938,-87.475349,3.403385,-0.003950,0.006351,0.003950,-0.006351,0.007480,2.156144,0.001606,0.000356,0.025025,1877
18770,1,0.129493,-3.147985,1.285132,-87.562996,3.402660,-0.003780,0.006289,0.003780,-0.006289,0.007337,2.061573,0.001512,0.000351,0.023135,1878
18780,1,0.124828,-3.147963,1.284437,-87.650887,3.402203,-0.003613,0.006234,0.003613,-0.006234,0.007205,1.969393,0.001458,0.000347,0.021389,1879
18790,1,0.120152,-3.148165,1.283847,-87.738960,3.401999,-0.003455,0.006190,0.003455,-0.006190,0.007089,1.886486,0.001444,0.000344,0.019858,1880
18800,1,0.115461,-3.148572,1.283350,-87.827187,3.402025,-0.003309,0.006155,0.003309,-0.006155,0.006989,1.813448,0.001457,0.000342,0.018544,1881
18810,1,0.110757,-3.149159,1.282934,-87.915512,3.402256,-0.003178,0.006129,0.003178,-0.006129,0.006904,1.753624,0.001488,0.000340,0.017452,1882
18820,1,0.106037,-3.149900,1.282587,-88.003929,3.402661,-0.003060,0.006109,0.003060,-0.006109,0.006832,1.701607,0.001528,0.000339,0.016535,1883
18830,1,0.101303,-3.150775,1.282296,-88.092392,3.403216,-0.002955,0.006094,0.002955,-0.006094,0.006773,1.660334,0.001568,0.000338,0.015791,1884
18840,1,0.096557,-3.151760,1.282054,-88.180931,3.403900,-0.002861,0.006083,0.002861,-0.006083,0.006722,1.624954,0.001609,0.000337,0.015157,1885
18850,1,0.091798,-3.152840,1.281850,-88.269493,3.404692,-0.002777,0.006074,0.002777,-0.006074,0.006679,1.596089,0.001645,0.000337,0.014632,1886
18860,1,0.087028,-3.154001,1.281679,-88.358101,3.405576,-0.002701,0.006067,0.002701,-0.006067,0.006641,1.571444,0.001679,0.000337,0.014180,1887
18870,1,0.082248,-3.155231,1.281536,-88.446754,3.406544,-0.002631,0.006059,0.002631,-0.006059,0.006606,1.548282,0.001711,0.000336,0.013766,1888
18880,1,0.077460,-3.156526,1.281419,-88.535431,3.407586,-0.002566,0.006052,0.002566,-0.006052,0.006574,1.525707,0.001744,0.000336,0.013381,1889
18890,1,0.072662,-3.157880,1.281325,-88.624176,3.408701,-0.002505,0.006043,0.002505,-0.006043,0.006542,1.504284,0.001775,0.000335,0.013014,1890
18900,1,0.067857,-3.159293,1.281254,-88.712952,3.409883,-0.002447,0.006034,0.002447,-0.006034,0.006511,1.480804,0.001806,0.000335,0.012646,1891
18910,1,0.063045,-3.160761,1.281205,-88.801796,3.411134,-0.002391,0.006022,0.002391,-0.006022,0.006480,1.456401,0.001838,0.000334,0.012275,1892
18920,1,0.058224,-3.162284,1.281179,-88.890663,3.412449,-0.002337,0.006010,0.002337,-0.006010,0.006449,1.429677,0.001873,0.000333,0.011898,1893
18930,1,0.053397,-3.163863,1.281176,-88.979607,3.413833,-0.002284,0.005997,0.002284,-0.005997,0.006417,1.401580,0.001909,0.000333,0.011511,1894
18940,1,0.048562,-3.165501,1.281196,-89.068596,3.415287,-0.002231,0.005981,0.002231,-0.005981,0.006384,1.369616,0.001945,0.000332,0.011100,1895
18950,1,0.043720,-3.167196,1.281242,-89.157661,3.416809,-0.002179,0.005965,0.002179,-0.005965,0.006351,1.338100,0.001986,0.000331,0.010693,1896
18960,1,0.038870,-3.168951,1.281313,-89.246773,3.418404,-0.002127,0.005948,0.002127,-0.005948,0.006316,1.304333,0.002026,0.000330,0.010275,1897
18970,1,0.034011,-3.170766,1.281410,-89.335953,3.420072,-0.002075,0.005930,0.002075,-0.005930,0.006283,1.271504,0.002069,0.000329,0.009870,1898
18980,1,0.029144,-3.172642,1.281533,-89.425186,3.421812,-0.002024,0.005912,0.002024,-0.005912,0.006248,1.235378,0.002113,0.000329,0.009448,1899
18990,1,0.024269,-3.174580,1.281683,-89.514511,3.423627,-0.001972,0.005892,0.001972,-0.005892,0.006213,1.197094,0.002159,0.000328,0.009014,1900
19000,1,0.019384,-3.176582,1.281861,-89.603882,3.425518,-0.001920,0.005870,0.001920,-0.005870,0.006176,1.158847,0.002207,0.000327,0.008589,1901
19010,1,0.014490,-3.178647,1.282066,-89.693336,3.427486,-0.001868,0.005849,0.001868,-0.005849,0.006140,1.118508,0.002254,0.000326,0.008158,1902
19020,1,0.009585,-3.180775,1.282301,-89.782852,3.429530,-0.001816,0.005827,0.001816,-0.005827,0.006103,1.076656,0.002304,0.000325,0.007729,1903
19030,1,0.004670,-3.182968,1.282564,-89.872452,3.431652,-0.001764,0.005805,0.001764,-0.005805,0.006067,1.034063,0.002355,0.000324,0.007312,1904
19040,1,-0.000255,-3.185225,1.282856,-89.962112,3.433853,-0.001713,0.005782,0.001713,-0.005782,0.006031,0.990883,0.002403,0.000323,0.006907,1905
19050,1,-0.005192,-3.187545,1.283177,-90.051842,3.436128,-0.001661,0.005760,0.001661,-0.005760,0.005995,0.947985,0.002452,0.000322,0.006520,1906
19060,1,-0.010141,-3.189925,1.283526,-90.141655,3.438478,-0.001609,0.005739,0.001609,-0.005739,0.005960,0.906163,0.002503,0.000321,0.006159,1907
19070,1,-0.015102,-3.192369,1.283903,-90.231552,3.440904,-0.001558,0.005716,0.001558,-0.005716,0.005925,0.863753,0.002551,0.000320,0.005816,1908
19080,1,-0.020075,-3.194871,1.284307,-90.321526,3.443402,-0.001506,0.005694,0.001506,-0.005694,0.005890,0.819171,0.002601,0.000319,0.005486,1909
19090,1,-0.025061,-3.197434,1.284738,-90.411568,3.445973,-0.001455,0.005672,0.001455,-0.005672,0.005855,0.776611,0.002651,0.000318,0.005195,1910
19100,1,-0.030060,-3.200057,1.285196,-90.501678,3.448618,-0.001404,0.005648,0.001404,-0.005648,0.005820,0.732151,0.002699,0.000317,0.004925,1911
19110,1,-0.035072,-3.202738,1.285681,-90.591858,3.451334,-0.001353,0.005626,0.001353,-0.005626,0.005786,0.687461,0.002747,0.000316,0.004689,1912
19120,1,-0.040098,-3.205476,1.286193,-90.682144,3.454119,-0.001302,0.005602,0.001302,-0.005602,0.005751,0.643722,0.002796,0.000315,0.004502,1913
19130,1,-0.045139,-3.208271,1.286730,-90.772499,3.456976,-0.001252,0.005578,0.001252,-0.005578,0.005717,0.597629,0.002844,0.000314,0.004347,1914
19140,1,-0.050194,-3.211122,1.287294,-90.862923,3.459902,-0.001201,0.005555,0.001201,-0.005555,0.005683,0.551602,0.002892,0.000313,0.004240,1915
19150,1,-0.055264,-3.214030,1.287884,-90.953430,3.462897,-0.001151,0.005531,0.001151,-0.005531,0.005650,0.505710,0.002939,0.000312,0.004188,1916
19160,1,-0.060349,-3.216992,1.288500,-91.044029,3.465960,-0.001101,0.005507,0.001101,-0.005507,0.005616,0.514237,0.002986,0.000311,0.004178,1917
19170,1,-0.065449,-3.220008,1.289140,-91.134705,3.469091,-0.001051,0.005483,0.001051,-0.005483,0.005582,0.525138,0.003032,0.000310,0.004221,1918
19180,1,-0.070565,-3.223077,1.289806,-91.225449,3.472287,-0.001002,0.005458,0.001002,-0.005458,0.005549,0.547968,0.003079,0.000309,0.004305,1919
19190,1,-0.075698,-3.226198,1.290496,-91.316284,3.475549,-0.000953,0.005432,0.000953,-0.005432,0.005515,0.595514,0.003124,0.000308,0.004439,1920
19200,1,-0.080847,-3.229371,1.291210,-91.407188,3.478875,-0.000905,0.005406,0.000905,-0.005406,0.005482,0.644463,0.003169,0.000307,0.004614,1921
19210,1,-0.086012,-3.232595,1.291949,-91.498177,3.482266,-0.000856,0.005380,0.000856,-0.005380,0.005448,0.693091,0.003214,0.000306,0.004821,1922
19220,1,-0.091195,-3.235870,1.292712,-91.589256,3.485721,-0.000808,0.005354,0.000808,-0.005354,0.005414,0.743594,0.003258,0.000305,0.005062,1923
19230,1,-0.096395,-3.239193,1.293500,-91.680420,3.489237,-0.000761,0.005327,0.000761,-0.005327,0.005381,0.794370,0.003303,0.000304,0.005324,1924
19240,1,-0.101613,-3.242566,1.294311,-91.771652,3.492818,-0.000714,0.005300,0.000714,-0.005300,0.005348,0.844613,0.003346,0.000303,0.005600,1925
19250,1,-0.106848,-3.245986,1.295146,-91.862976,3.496459,-0.000667,0.005273,0.000667,-0.005273,0.005315,0.895798,0.003389,0.000302,0.005896,1926
19260,1,-0.112102,-3.249454,1.296004,-91.954361,3.500160,-0.000622,0.005246,0.000622,-0.005246,0.005283,0.948872,0.003431,0.000301,0.006209,1927
19270,1,-0.117373,-3.252968,1.296886,-92.045853,3.503921,-0.000576,0.005218,0.000576,-0.005218,0.005250,1.001553,0.003471,0.000300,0.006528,1928
19280,1,-0.122664,-3.256527,1.297790,-92.137413,3.507740,-0.000530,0.005190,0.000530,-0.005190,0.005217,1.054023,0.003511,0.000299,0.006850,1929
19290,1,-0.127973,-3.260128,1.298716,-92.229057,3.511616,-0.000486,0.005163,0.000486,-0.005163,0.005185,1.107574,0.003550,0.000298,0.007181,1930
19300,1,-0.133302,-3.263772,1.299663,-92.320770,3.515548,-0.000443,0.005135,0.000443,-0.005135,0.005154,1.160801,0.003589,0.000297,0.007513,1931
19310,1,-0.138649,-3.267459,1.300632,-92.412560,3.519535,-0.000400,0.005105,0.000400,-0.005105,0.005121,1.217652,0.003629,0.000295,0.007862,1932
19320,1,-0.144017,-3.271187,1.301623,-92.504433,3.523579,-0.000358,0.005076,0.000358,-0.005076,0.005088,1.273887,0.003666,0.000294,0.008209,1933
19330,1,-0.149403,-3.274956,1.302635,-92.596382,3.527676,-0.000317,0.005045,0.000317,-0.005045,0.005055,1.331927,0.003704,0.000293,0.008563,1934
19340,1,-0.154810,-3.278765,1.303669,-92.688423,3.531827,-0.000276,0.005015,0.000276,-0.005015,0.005022,1.388088,0.003741,0.000292,0.008905,1935
19350,1,-0.160237,-3.282614,1.304724,-92.780502,3.536030,-0.000237,0.004983,0.000237,-0.004983,0.004989,1.447597,0.003779,0.000291,0.009263,1936
19360,1,-0.165683,-3.286501,1.305800,-92.872688,3.540287,-0.000198,0.004952,0.000198,-0.004952,0.004956,1.507430,0.003814,0.000289,0.009618,1937
19370,1,-0.171151,-3.290426,1.306896,-92.964928,3.544595,-0.000160,0.004920,0.000160,-0.004920,0.004922,1.567723,0.003849,0.000288,0.009972,1938
19380,1,-0.176638,-3.294389,1.308014,-93.057243,3.548954,-0.000122,0.004887,0.000122,-0.004887,0.004889,1.628891,0.003885,0.000287,0.010329,1939
19390,1,-0.182147,-3.298387,1.309152,-93.149643,3.553363,-0.000086,0.004855,0.000086,-0.004855,0.004856,1.689754,0.003918,0.000285,0.010681,1940
19400,1,-0.187676,-3.302419,1.310310,-93.242096,3.557820,-0.000051,0.004823,0.000051,-0.004823,0.004823,1.751202,0.003951,0.000284,0.011024,1941
19410,1,-0.193226,-3.306486,1.311488,-93.334625,3.562326,-0.000017,0.004789,0.000017,-0.004789,0.004789,1.814770,0.003982,0.000283,0.011376,1942
19420,1,-0.198798,-3.310584,1.312686,-93.427208,3.566877,0.000016,0.004757,-0.000016,-0.004757,0.004757,1.876506,0.004014,0.000282,0.011710,1943
19430,1,-0.204390,-3.314715,1.313901,-93.519867,3.571474,0.000048,0.004722,-0.000048,-0.004722,0.004723,1.939742,0.004045,0.000280,0.012046,1944
19440,1,-0.210003,-3.318877,1.315136,-93.612579,3.576116,0.000079,0.004687,-0.000079,-0.004687,0.004688,2.006156,0.004075,0.000279,0.012392,1945
19450,1,-0.215637,-3.323069,1.316390,-93.705353,3.580802,0.000108,0.004652,-0.000108,-0.004652,0.004653,2.071485,0.004105,0.000277,0.012731,1946
19460,1,-0.221293,-3.327291,1.317663,-93.798203,3.585533,0.000137,0.004616,-0.000137,-0.004616,0.004618,2.139440,0.004134,0.000276,0.013073,1947
19470,1,-0.226970,-3.331541,1.318955,-93.891098,3.590307,0.000164,0.004580,-0.000164,-0.004580,0.004583,2.205020,0.004163,0.000274,0.013400,1948
19480,1,-0.232669,-3.335819,1.320266,-93.984047,3.595122,0.000190,0.004544,-0.000190,-0.004544,0.004548,2.271663,0.004190,0.000273,0.013722,1949
19490,1,-0.238389,-3.340123,1.321595,-94.077057,3.599979,0.000215,0.004509,-0.000215,-0.004509,0.004514,2.339865,0.004217,0.000272,0.014051,1950
19500,1,-0.244130,-3.344454,1.322942,-94.170105,3.604876,0.000239,0.004473,-0.000239,-0.004473,0.004480,2.406542,0.004243,0.000270,0.014360,1951
19510,1,-0.249893,-3.348809,1.324306,-94.263206,3.609812,0.000262,0.004438,-0.000262,-0.004438,0.004446,2.472702,0.004266,0.000269,0.014655,1952
19520,1,-0.255677,-3.353186,1.325687,-94.356361,3.614783,0.000283,0.004401,-0.000283,-0.004401,0.004410,2.540712,0.004289,0.000267,0.014956,1953
19530,1,-0.261482,-3.357585,1.327083,-94.449554,3.619790,0.000303,0.004363,-0.000303,-0.004363,0.004374,2.609656,0.004312,0.000265,0.015255,1954
19540,1,-0.267308,-3.362005,1.328496,-94.542809,3.624832,0.000322,0.004325,-0.000322,-0.004325,0.004337,2.680394,0.004334,0.000264,0.015553,1955
