t_ms,gps_outage,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_max,dx_vel,dx_att,dx_pos,nhc_count
29760,1,-3.376357,0.548043,1.333261,170.783203,3.671201,0.000134,0.002640,-0.000134,-0.002640,0.002643,2.878288,0.002808,0.000154,0.012459,2977
29770,1,-3.378669,0.553963,1.334169,170.690277,3.674545,0.000205,0.002563,-0.000205,-0.002563,0.002571,2.979699,0.002788,0.000151,0.012681,2978
29780,1,-3.380953,0.559900,1.335082,170.597198,3.677876,0.000274,0.002483,-0.000274,-0.002483,0.002498,3.085662,0.002760,0.000147,0.012870,2979
29790,1,-3.383202,0.565853,1.335998,170.503952,3.681186,0.000342,0.002399,-0.000342,-0.002399,0.002424,3.247367,0.002726,0.000142,0.013023,2980
29800,1,-3.385409,0.571821,1.336917,170.410568,3.684470,0.000407,0.002313,-0.000407,-0.002313,0.002349,3.469906,0.002684,0.000138,0.013135,2981
29810,1,-3.387568,0.577802,1.337835,170.317047,3.687718,0.000469,0.002225,-0.000469,-0.002225,0.002273,3.692871,0.002636,0.000134,0.013182,2982
29820,1,-3.389670,0.583796,1.338750,170.223373,3.690925,0.000527,0.002132,-0.000527,-0.002132,0.002196,3.923551,0.002579,0.000129,0.013175,2983
29830,1,-3.391707,0.589800,1.339660,170.129593,3.694080,0.000580,0.002036,-0.000580,-0.002036,0.002117,4.160975,0.002514,0.000124,0.013110,2984
29840,1,-3.393671,0.595814,1.340562,170.035690,3.697174,0.000628,0.001937,-0.000628,-0.001937,0.002036,4.407269,0.002440,0.000119,0.012985,2985
29850,1,-3.395554,0.601834,1.341454,169.941681,3.700200,0.000670,0.001834,-0.000670,-0.001834,0.001952,4.659113,0.002358,0.000114,0.012787,2986
29860,1,-3.397346,0.607860,1.342333,169.847595,3.703148,0.000705,0.001727,-0.000705,-0.001727,0.001865,4.917214,0.002265,0.000108,0.012516,2987
29870,1,-3.399036,0.613887,1.343197,169.753448,3.706006,0.000734,0.001617,-0.000734,-0.001617,0.001776,5.183686,0.002165,0.000103,0.012178,2988
29880,1,-3.400618,0.619915,1.344042,169.659225,3.708766,0.000755,0.001504,-0.000755,-0.001504,0.001683,5.454724,0.002053,0.000097,0.011755,2989
29890,1,-3.402080,0.625939,1.344865,169.564957,3.711416,0.000768,0.001388,-0.000768,-0.001388,0.001586,5.729228,0.001930,0.000090,0.011243,2990
29900,1,-3.403412,0.631958,1.345664,169.470657,3.713945,0.000774,0.001268,-0.000774,-0.001268,0.001486,6.011848,0.001797,0.000084,0.010646,2991
29910,1,-3.404602,0.637966,1.346435,169.376328,3.716342,0.000772,0.001146,-0.000772,-0.001146,0.001382,6.297167,0.001653,0.000077,0.009950,2992
29920,1,-3.405639,0.643961,1.347174,169.282013,3.718594,0.000762,0.001021,-0.000762,-0.001021,0.001274,6.587099,0.001496,0.000070,0.009151,2993
29930,1,-3.406512,0.649939,1.347878,169.187683,3.720688,0.000746,0.000894,-0.000746,-0.000894,0.001164,6.878988,0.001327,0.000063,0.008248,2994
29940,1,-3.407209,0.655895,1.348542,169.093369,3.722612,0.000723,0.000764,-0.000723,-0.000764,0.001052,7.173824,0.001145,0.000055,0.007234,2995
29950,1,-3.407718,0.661825,1.349163,168.999054,3.724351,0.000694,0.000632,-0.000694,-0.000632,0.000939,7.469595,0.000949,0.000047,0.006100,2996
29960,1,-3.408024,0.667724,1.349735,168.904770,3.725891,0.000661,0.000498,-0.000661,-0.000498,0.000828,7.767967,0.000739,0.000040,0.004839,2997
29970,1,-3.408113,0.673589,1.350255,168.810471,3.727216,0.000624,0.000363,-0.000624,-0.000363,0.000722,8.065914,0.000516,0.000032,0.003447,2998
29980,1,-3.407970,0.679412,1.350715,168.716187,3.728309,0.000585,0.000225,-0.000585,-0.000225,0.000627,8.361014,0.000286,0.000024,0.001922,2999
29990,1,-3.407580,0.685191,1.351111,168.621918,3.729155,0.000545,0.000086,-0.000545,-0.000086,0.000552,8.655342,0.000125,0.000017,0.000258,3000
30000,1,-3.406928,0.690919,1.351438,168.527634,3.729734,0.000505,-0.000055,-0.000505,0.000055,0.000508,8.951127,0.000307,0.000013,0.001543,3001
30010,1,-3.405997,0.696591,1.351689,168.433319,3.730030,0.000465,-0.000197,-0.000465,0.000197,0.000505,9.247596,0.000588,0.000016,0.003485,3002
30020,1,-3.404772,0.702203,1.351858,168.338989,3.730025,0.000428,-0.000340,-0.000428,0.000340,0.000546,9.543510,0.000895,0.000023,0.005572,3003
30030,1,-3.403236,0.707749,1.351939,168.244629,3.729700,0.000393,-0.000484,-0.000393,0.000484,0.000623,9.838280,0.001221,0.000031,0.007797,3004
30040,1,-3.401373,0.713225,1.351927,168.150223,3.729039,0.000362,-0.000628,-0.000362,0.000628,0.000725,10.128700,0.001564,0.000041,0.010159,3005
30050,1,-3.399168,0.718627,1.351815,168.055740,3.728025,0.000334,-0.000773,-0.000334,0.000773,0.000842,10.416024,0.001922,0.000050,0.012647,3006
30060,1,-3.396607,0.723949,1.351598,167.961197,3.726641,0.000310,-0.000917,-0.000310,0.000917,0.000968,10.698553,0.002294,0.000060,0.015251,3007
30070,1,-3.393677,0.729187,1.351271,167.866592,3.724874,0.000290,-0.001061,-0.000290,0.001061,0.001100,10.975767,0.002678,0.000071,0.017963,3008
30080,1,-3.390367,0.734339,1.350830,167.771912,3.722712,0.000274,-0.001203,-0.000274,0.001203,0.001234,11.247779,0.003072,0.000081,0.020768,3009
30090,1,-3.386667,0.739401,1.350270,167.677124,3.720142,0.000262,-0.001343,-0.000262,0.001343,0.001368,11.510306,0.003470,0.000091,0.023629,3010
30100,1,-3.382573,0.744369,1.349590,167.582260,3.717160,0.000252,-0.001480,-0.000252,0.001480,0.001501,11.767426,0.003872,0.000101,0.026537,3011
30110,1,-3.378082,0.749243,1.348788,167.487289,3.713762,0.000245,-0.001612,-0.000245,0.001612,0.001631,12.016172,0.004274,0.000111,0.029465,3012
30120,1,-3.373192,0.754021,1.347863,167.392242,3.709948,0.000240,-0.001740,-0.000240,0.001740,0.001757,12.253534,0.004670,0.000120,0.032373,3013
30130,1,-3.367910,0.758701,1.346817,167.297119,3.705720,0.000237,-0.001862,-0.000237,0.001862,0.001877,12.476409,0.005056,0.000129,0.035215,3014
30140,1,-3.362246,0.763286,1.345652,167.201889,3.701091,0.000236,-0.001977,-0.000236,0.001977,0.001991,12.681087,0.005426,0.000137,0.037966,3015
30150,1,-3.356212,0.767776,1.344374,167.106583,3.696076,0.000235,-0.002083,-0.000235,0.002083,0.002097,12.871946,0.005775,0.000145,0.040576,3016
30160,1,-3.349829,0.772175,1.342987,167.011200,3.690693,0.000235,-0.002181,-0.000235,0.002181,0.002193,13.040858,0.006097,0.000152,0.043008,3017
30170,1,-3.343121,0.776485,1.341502,166.915741,3.684971,0.000235,-0.002267,-0.000235,0.002267,0.002279,13.186547,0.006387,0.000158,0.045203,3018
30180,1,-3.336119,0.780714,1.339926,166.820221,3.678940,0.000235,-0.002342,-0.000235,0.002342,0.002354,13.313399,0.006642,0.000164,0.047147,3019
30190,1,-3.328854,0.784866,1.338272,166.724625,3.672635,0.000234,-0.002406,-0.000234,0.002406,0.002418,13.410574,0.006858,0.000168,0.048800,3020
30200,1,-3.321362,0.788948,1.336551,166.628983,3.666095,0.000234,-0.002456,-0.000234,0.002456,0.002468,13.485835,0.007029,0.000172,0.050113,3021
30210,1,-3.313686,0.792970,1.334778,166.533279,3.659364,0.000232,-0.002494,-0.000232,0.002494,0.002505,13.537598,0.007155,0.000174,0.051098,3022
30220,1,-3.305867,0.796940,1.332966,166.437546,3.652487,0.000230,-0.002519,-0.000230,0.002519,0.002530,13.563304,0.007237,0.000176,0.051737,3023
30230,1,-3.297946,0.800867,1.331129,166.341782,3.645510,0.000226,-0.002531,-0.000226,0.002531,0.002541,13.557257,0.007267,0.000177,0.051989,3024
30240,1,-3.289971,0.804762,1.329284,166.245972,3.638481,0.000221,-0.002529,-0.000221,0.002529,0.002538,13.529675,0.007249,0.000176,0.051879,3025
30250,1,-3.281986,0.808635,1.327446,166.150162,3.631449,0.000216,-0.002514,-0.000216,0.002514,0.002523,13.474468,0.007185,0.000175,0.051410,3026
30260,1,-3.274034,0.812496,1.325628,166.054321,3.624464,0.000209,-0.002486,-0.000209,0.002486,0.002494,13.393378,0.007074,0.000173,0.050588,3027
30270,1,-3.266158,0.816356,1.323846,165.958481,3.617567,0.000202,-0.002446,-0.000202,0.002446,0.002454,13.297881,0.006925,0.000169,0.049481,3028
30280,1,-3.258396,0.820223,1.322111,165.862625,3.610801,0.000193,-0.002395,-0.000193,0.002395,0.002403,13.178291,0.006738,0.000166,0.048084,3029
30290,1,-3.250780,0.824108,1.320434,165.766785,3.604201,0.000184,-0.002334,-0.000184,0.002334,0.002342,13.032863,0.006516,0.000161,0.046413,3030
30300,1,-3.243345,0.828018,1.318828,165.670959,3.597806,0.000173,-0.002263,-0.000173,0.002263,0.002270,12.874360,0.006263,0.000156,0.044518,3031
30310,1,-3.236119,0.831961,1.317300,165.575134,3.591643,0.000161,-0.002183,-0.000161,0.002183,0.002189,12.694599,0.005982,0.000150,0.042409,3032
30320,1,-3.229129,0.835946,1.315859,165.479324,3.585743,0.000149,-0.002094,-0.000149,0.002094,0.002100,12.495542,0.005675,0.000143,0.040115,3033
30330,1,-3.222397,0.839978,1.314515,165.383560,3.580133,0.000135,-0.001997,-0.000135,0.001997,0.002002,12.280325,0.005346,0.000136,0.037660,3034
30340,1,-3.215947,0.844066,1.313272,165.287811,3.574835,0.000120,-0.001893,-0.000120,0.001893,0.001896,12.050227,0.004999,0.000129,0.035087,3035
30350,1,-3.209793,0.848213,1.312136,165.192093,3.569864,0.000105,-0.001782,-0.000105,0.001782,0.001785,11.807316,0.004640,0.000121,0.032433,3036
30360,1,-3.203947,0.852425,1.311111,165.096420,3.565237,0.000088,-0.001664,-0.000088,0.001664,0.001667,11.546883,0.004267,0.000113,0.029689,3037
30370,1,-3.198423,0.856706,1.310201,165.000809,3.560966,0.000071,-0.001541,-0.000071,0.001541,0.001542,11.274904,0.003884,0.000104,0.026896,3038
30380,1,-3.193231,0.861061,1.309408,164.905243,3.557064,0.000052,-0.001411,-0.000052,0.001411,0.001412,10.991112,0.003495,0.000095,0.024071,3039
30390,1,-3.188377,0.865493,1.308734,164.809738,3.553535,0.000032,-0.001276,-0.000032,0.001276,0.001277,10.692748,0.003098,0.000086,0.021222,3040
30400,1,-3.183868,0.870005,1.308180,164.714294,3.550389,0.000011,-0.001135,-0.000011,0.001135,0.001135,10.381701,0.002698,0.000077,0.018369,3041
30410,1,-3.179708,0.874599,1.307748,164.618927,3.547629,-0.000012,-0.000989,0.000012,0.000989,0.000990,10.057166,0.002297,0.000067,0.015542,3042
30420,1,-3.175898,0.879279,1.307436,164.523636,3.545257,-0.000037,-0.000839,0.000037,0.000839,0.000839,9.720606,0.001897,0.000057,0.012754,3043
30430,1,-3.172438,0.884044,1.307244,164.428452,3.543273,-0.000063,-0.000682,0.000063,0.000682,0.000685,9.371576,0.001499,0.000046,0.010014,3044
30440,1,-3.169327,0.888898,1.307171,164.333359,3.541676,-0.000092,-0.000521,0.000092,0.000521,0.000529,9.010861,0.001107,0.000036,0.007353,3045
30450,1,-3.166561,0.893839,1.307213,164.238358,3.540460,-0.000122,-0.000355,0.000122,0.000355,0.000376,8.640293,0.000721,0.000025,0.004779,3046
30460,1,-3.164135,0.898868,1.307367,164.143509,3.539623,-0.000156,-0.000185,0.000156,0.000185,0.000241,8.254730,0.000344,0.000015,0.002309,3047
30470,1,-3.162043,0.903985,1.307631,164.048782,3.539153,-0.000192,-0.000009,0.000192,0.000009,0.000192,7.856172,0.000056,0.000006,0.000046,3048
30480,1,-3.160276,0.909189,1.308000,163.954208,3.539044,-0.000232,0.000172,0.000232,-0.000172,0.000289,7.451871,0.000386,0.000011,0.002243,3049
30490,1,-3.158823,0.914478,1.308467,163.859787,3.539282,-0.000276,0.000358,0.000276,-0.000358,0.000452,7.030577,0.000725,0.000022,0.004286,3050
30500,1,-3.157673,0.919850,1.309028,163.765564,3.539855,-0.000325,0.000549,0.000325,-0.000549,0.000638,6.594322,0.001048,0.000033,0.006142,3051
30510,1,-3.156810,0.925301,1.309674,163.671524,3.540746,-0.000378,0.000744,0.000378,-0.000744,0.000835,6.150943,0.001351,0.000045,0.007793,3052
30520,1,-3.156218,0.930828,1.310398,163.577728,3.541934,-0.000438,0.000944,0.000438,-0.000944,0.001040,5.732651,0.001631,0.000058,0.009215,3053
30530,1,-3.155877,0.936425,1.311190,163.484161,3.543397,-0.000505,0.001148,0.000505,-0.001148,0.001254,5.340608,0.001886,0.000070,0.010393,3054
30540,1,-3.155765,0.942088,1.312041,163.390884,3.545114,-0.000580,0.001356,0.000580,-0.001356,0.001475,4.936125,0.002113,0.000083,0.011302,3055
30550,1,-3.155858,0.947809,1.312939,163.297913,3.547053,-0.000664,0.001568,0.000664,-0.001568,0.001703,4.521485,0.002308,0.000095,0.011913,3056
30560,1,-3.156130,0.953580,1.313871,163.205292,3.549186,-0.000759,0.001783,0.000759,-0.001783,0.001937,4.131145,0.002468,0.000108,0.012209,3057
30570,1,-3.156549,0.959392,1.314824,163.113022,3.551478,-0.000865,0.002000,0.000865,-0.002000,0.002179,3.829117,0.002590,0.000121,0.012184,3058
30580,1,-3.157083,0.965236,1.315782,163.021164,3.553890,-0.000984,0.002218,0.000984,-0.002218,0.002427,3.521783,0.002672,0.000134,0.011824,3059
30590,1,-3.157697,0.971098,1.316731,162.929779,3.556382,-0.001117,0.002437,0.001117,-0.002437,0.002681,3.209908,0.002710,0.000148,0.011133,3060
30600,1,-3.158352,0.976967,1.317652,162.838882,3.558912,-0.001266,0.002655,0.001266,-0.002655,0.002942,2.896073,0.002703,0.000161,0.010151,3061
30610,1,-3.159009,0.982828,1.318529,162.748520,3.561433,-0.001430,0.002871,0.001430,-0.002871,0.003207,2.581909,0.002650,0.000174,0.008954,3062
30620,1,-3.159627,0.988666,1.319345,162.658707,3.563898,-0.001609,0.003082,0.001609,-0.003082,0.003476,2.272293,0.002550,0.000187,0.007740,3063
30630,1,-3.160164,0.994466,1.320080,162.569473,3.566258,-0.001802,0.003288,0.001802,-0.003288,0.003749,1.963068,0.002404,0.000200,0.006867,3064
30640,1,-3.160577,1.000208,1.320719,162.480835,3.568465,-0.002007,0.003486,0.002007,-0.003486,0.004022,1.704196,0.002219,0.000212,0.006917,3065
30650,1,-3.160829,1.005877,1.321242,162.392761,3.570476,-0.002218,0.003672,0.002218,-0.003672,0.004290,1.841470,0.001998,0.000224,0.008206,3066
30660,1,-3.160882,1.011456,1.321638,162.305222,3.572243,-0.002429,0.003846,0.002429,-0.003846,0.004549,1.968210,0.001756,0.000235,0.010466,3067
30670,1,-3.160709,1.016929,1.321894,162.218124,3.573739,-0.002633,0.004004,0.002633,-0.004004,0.004792,2.078129,0.001511,0.000244,0.013244,3068
30680,1,-3.160290,1.022287,1.322008,162.131393,3.574939,-0.002819,0.004145,0.002819,-0.004145,0.005013,2.165903,0.001290,0.000252,0.016193,3069
30690,1,-3.159621,1.027522,1.321975,162.044891,3.575836,-0.002977,0.004266,0.002977,-0.004266,0.005202,2.241146,0.001121,0.000259,0.019020,3070
30700,1,-3.158713,1.032634,1.321805,161.958466,3.576442,-0.003096,0.004364,0.003096,-0.004364,0.005351,2.526496,0.001025,0.000263,0.021476,3071
30710,1,-3.157592,1.037632,1.321513,161.871964,3.576792,-0.003170,0.004440,0.003170,-0.004440,0.005455,2.766897,0.000998,0.000265,0.023435,3072
30720,1,-3.156300,1.042532,1.321122,161.785263,3.576931,-0.003194,0.004494,0.003194,-0.004494,0.005513,2.954468,0.001011,0.000266,0.024757,3073
30730,1,-3.154885,1.047357,1.320657,161.698273,3.576920,-0.003169,0.004529,0.003169,-0.004529,0.005527,3.091274,0.001035,0.000265,0.025429,3074
30740,1,-3.153401,1.052134,1.320146,161.610931,3.576826,-0.003100,0.004545,0.003100,-0.004545,0.005502,3.182833,0.001048,0.000263,0.025515,3075
30750,1,-3.151899,1.056890,1.319617,161.523224,3.576709,-0.002997,0.004548,0.002997,-0.004548,0.005447,3.230053,0.001047,0.000261,0.025112,3076
30760,1,-3.150423,1.061649,1.319090,161.435181,3.576623,-0.002871,0.004538,0.002871,-0.004538,0.005370,3.234468,0.001037,0.000257,0.024312,3077
30770,1,-3.149004,1.066432,1.318585,161.346848,3.576611,-0.002732,0.004518,0.002732,-0.004518,0.005280,3.204967,0.001026,0.000254,0.023261,3078
30780,1,-3.147671,1.071254,1.318115,161.258240,3.576704,-0.002589,0.004490,0.002589,-0.004490,0.005183,3.146518,0.001021,0.000250,0.022048,3079
30790,1,-3.146434,1.076126,1.317688,161.169449,3.576922,-0.002450,0.004459,0.002450,-0.004459,0.005088,3.070637,0.001029,0.000247,0.020804,3080
30800,1,-3.145301,1.081054,1.317311,161.080475,3.577272,-0.002318,0.004425,0.002318,-0.004425,0.004995,2.977320,0.001053,0.000244,0.019544,3081
30810,1,-3.144274,1.086038,1.316984,160.991409,3.577760,-0.002199,0.004388,0.002199,-0.004388,0.004908,2.877582,0.001087,0.000241,0.018340,3082
30820,1,-3.143350,1.091080,1.316708,160.902237,3.578380,-0.002092,0.004353,0.002092,-0.004353,0.004829,2.773366,0.001132,0.000239,0.017213,3083
30830,1,-3.142524,1.096176,1.316482,160.813019,3.579129,-0.001998,0.004317,0.001998,-0.004317,0.004757,2.666258,0.001183,0.000236,0.016170,3084
30840,1,-3.141792,1.101322,1.316302,160.723740,3.579999,-0.001915,0.004282,0.001915,-0.004282,0.004691,2.560163,0.001239,0.000234,0.015208,3085
30850,1,-3.141147,1.106515,1.316167,160.634430,3.580985,-0.001843,0.004247,0.001843,-0.004247,0.004629,2.455615,0.001295,0.000233,0.014319,3086
30860,1,-3.140582,1.111753,1.316073,160.545074,3.582077,-0.001780,0.004212,0.001780,-0.004212,0.004573,2.351653,0.001352,0.000231,0.013492,3087
30870,1,-3.140094,1.117031,1.316021,160.455704,3.583272,-0.001724,0.004178,0.001724,-0.004178,0.004520,2.251747,0.001408,0.000229,0.012739,3088
30880,1,-3.139677,1.122348,1.316007,160.366333,3.584562,-0.001676,0.004146,0.001676,-0.004146,0.004472,2.154292,0.001464,0.000228,0.012044,3089
30890,1,-3.139327,1.127700,1.316028,160.276917,3.585944,-0.001633,0.004114,0.001633,-0.004114,0.004426,2.061676,0.001518,0.000226,0.011409,3090
30900,1,-3.139040,1.133085,1.316083,160.187485,3.587410,-0.001594,0.004081,0.001594,-0.004081,0.004381,1.968855,0.001571,0.000225,0.010809,3091
30910,1,-3.138814,1.138502,1.316171,160.098038,3.588959,-0.001558,0.004048,0.001558,-0.004048,0.004338,1.875456,0.001623,0.000224,0.010236,3092
30920,1,-3.138646,1.143950,1.316291,160.008575,3.590588,-0.001525,0.004015,0.001525,-0.004015,0.004295,1.781941,0.001675,0.000222,0.009693,3093
30930,1,-3.138534,1.149426,1.316442,159.919083,3.592294,-0.001493,0.003982,0.001493,-0.003982,0.004252,1.690956,0.001724,0.000221,0.009190,3094
30940,1,-3.138475,1.154931,1.316623,159.829559,3.594074,-0.001462,0.003949,0.001462,-0.003949,0.004211,1.600273,0.001773,0.000219,0.008722,3095
30950,1,-3.138467,1.160463,1.316833,159.740021,3.595925,-0.001432,0.003915,0.001432,-0.003915,0.004169,1.507279,0.001822,0.000218,0.008272,3096
30960,1,-3.138509,1.166023,1.317073,159.650452,3.597848,-0.001402,0.003881,0.001402,-0.003881,0.004127,1.417229,0.001869,0.000216,0.007868,3097
30970,1,-3.138598,1.171610,1.317342,159.560837,3.599838,-0.001373,0.003848,0.001373,-0.003848,0.004086,1.326947,0.001917,0.000215,0.007498,3098
30980,1,-3.138735,1.177222,1.317637,159.471176,3.601897,-0.001343,0.003814,0.001343,-0.003814,0.004044,1.236457,0.001963,0.000213,0.007168,3099
30990,1,-3.138918,1.182861,1.317960,159.381485,3.604021,-0.001313,0.003779,0.001313,-0.003779,0.004001,1.143511,0.002008,0.000212,0.006871,3100
31000,1,-3.139144,1.188525,1.318310,159.291763,3.606210,-0.001281,0.003744,0.001281,-0.003744,0.003958,1.089930,0.002054,0.000210,0.006623,3101
31010,1,-3.139415,1.194216,1.318686,159.201981,3.608462,-0.001249,0.003708,0.001249,-0.003708,0.003913,1.158644,0.002099,0.000208,0.006421,3102
31020,1,-3.139727,1.199932,1.319090,159.112137,3.610777,-0.001215,0.003673,0.001215,-0.003673,0.003869,1.225847,0.002142,0.000207,0.006277,3103
31030,1,-3.140080,1.205674,1.319519,159.022232,3.613152,-0.001180,0.003637,0.001180,-0.003637,0.003824,1.294396,0.002186,0.000205,0.006187,3104
31040,1,-3.140472,1.211442,1.319973,158.932266,3.615587,-0.001144,0.003601,0.001144,-0.003601,0.003778,1.363895,0.002228,0.000203,0.006149,3105
31050,1,-3.140903,1.217234,1.320453,158.842224,3.618082,-0.001105,0.003563,0.001105,-0.003563,0.003731,1.432825,0.002270,0.000201,0.006157,3106
31060,1,-3.141371,1.223052,1.320956,158.752121,3.620633,-0.001064,0.003524,0.001064,-0.003524,0.003681,1.505362,0.002310,0.000199,0.006223,3107
31070,1,-3.141874,1.228895,1.321483,158.661926,3.623240,-0.001021,0.003483,0.001021,-0.003483,0.003630,1.581704,0.002350,0.000197,0.006351,3108
31080,1,-3.142412,1.234763,1.322035,158.571640,3.625901,-0.000976,0.003441,0.000976,-0.003441,0.003577,1.659726,0.002390,0.000195,0.006525,3109
31090,1,-3.142983,1.240657,1.322611,158.481247,3.628618,-0.000928,0.003398,0.000928,-0.003398,0.003522,1.738847,0.002428,0.000193,0.006743,3110
31100,1,-3.143586,1.246577,1.323211,158.390778,3.631386,-0.000878,0.003353,0.000878,-0.003353,0.003466,1.822997,0.002466,0.000191,0.007013,3111
31110,1,-3.144219,1.252522,1.323834,158.300186,3.634206,-0.000826,0.003307,0.000826,-0.003307,0.003409,1.908230,0.002501,0.000188,0.007312,3112
31120,1,-3.144880,1.258492,1.324480,158.209473,3.637074,-0.000771,0.003260,0.000771,-0.003260,0.003350,1.995066,0.002533,0.000186,0.007638,3113
31130,1,-3.145566,1.264488,1.325148,158.118637,3.639988,-0.000715,0.003211,0.000715,-0.003211,0.003290,2.084735,0.002565,0.000183,0.007987,3114
31140,1,-3.146273,1.270508,1.325838,158.027695,3.642947,-0.000656,0.003162,0.000656,-0.003162,0.003229,2.178014,0.002595,0.000180,0.008357,3115
31150,1,-3.147003,1.276553,1.326549,157.936600,3.645948,-0.000595,0.003111,0.000595,-0.003111,0.003167,2.272735,0.002622,0.000178,0.008733,3116
31160,1,-3.147750,1.282621,1.327281,157.845383,3.648988,-0.000532,0.003059,0.000532,-0.003059,0.003105,2.371686,0.002646,0.000175,0.009119,3117
31170,1,-3.148513,1.288713,1.328032,157.753998,3.652064,-0.000467,0.003006,0.000467,-0.003006,0.003042,2.471086,0.002666,0.000172,0.009498,3118
31180,1,-3.149285,1.294826,1.328800,157.662491,3.655171,-0.000400,0.002951,0.000400,-0.002951,0.002978,2.574006,0.002684,0.000169,0.009876,3119
31190,1,-3.150066,1.300962,1.329586,157.570816,3.658307,-0.000332,0.002893,0.000332,-0.002893,0.002912,2.679301,0.002696,0.000166,0.010241,3120
31200,1,-3.150850,1.307117,1.330387,157.478989,3.661465,-0.000261,0.002834,0.000261,-0.002834,0.002846,2.788070,0.002706,0.000163,0.010595,3121
31210,1,-3.151633,1.313290,1.331201,157.387009,3.664643,-0.000189,0.002771,0.000189,-0.002771,0.002778,2.901742,0.002708,0.000160,0.010930,3122
31220,1,-3.152409,1.319482,1.332028,157.294846,3.667834,-0.000116,0.002706,0.000116,-0.002706,0.002709,3.019627,0.002707,0.000156,0.011248,3123
31230,1,-3.153173,1.325688,1.332866,157.202515,3.671032,-0.000042,0.002639,0.000042,-0.002639,0.002639,3.141481,0.002700,0.000153,0.011541,3124
31240,1,-3.153921,1.331910,1.333713,157.110016,3.674233,0.000031,0.002568,-0.000031,-0.002568,0.002568,3.270340,0.002688,0.000149,0.011811,3125
31250,1,-3.154646,1.338143,1.334568,157.017349,3.677429,0.000105,0.002494,-0.000105,-0.002494,0.002496,3.403067,0.002670,0.000145,0.012044,3126
31260,1,-3.155344,1.344386,1.335428,156.924515,3.680616,0.000179,0.002416,-0.000179,-0.002416,0.002423,3.541469,0.002644,0.000141,0.012237,3127
31270,1,-3.156006,1.350637,1.336292,156.831512,3.683784,0.000251,0.002335,-0.000251,-0.002335,0.002348,3.685709,0.002611,0.000137,0.012390,3128
31280,1,-3.156625,1.356892,1.337157,156.738342,3.686926,0.000322,0.002250,-0.000322,-0.002250,0.002273,3.836019,0.002570,0.000133,0.012493,3129
31290,1,-3.157195,1.363149,1.338022,156.645020,3.690033,0.000390,0.002162,-0.000390,-0.002162,0.002197,3.992907,0.002522,0.000129,0.012549,3130
31300,1,-3.157707,1.369404,1.338884,156.551559,3.693101,0.000454,0.002071,-0.000454,-0.002071,0.002120,4.154111,0.002466,0.000124,0.012546,3131
31310,1,-3.158155,1.375655,1.339740,156.457962,3.696116,0.000515,0.001975,-0.000515,-0.001975,0.002041,4.322369,0.002400,0.000119,0.012478,3132
31320,1,-3.158529,1.381898,1.340588,156.364227,3.699070,0.000571,0.001876,-0.000571,-0.001876,0.001961,4.496080,0.002325,0.000114,0.012348,3133
31330,1,-3.158822,1.388127,1.341426,156.270370,3.701955,0.000621,0.001773,-0.000621,-0.001773,0.001879,4.675616,0.002242,0.000109,0.012144,3134
31340,1,-3.159024,1.394340,1.342250,156.176422,3.704760,0.000665,0.001667,-0.000665,-0.001667,0.001795,4.860678,0.002148,0.000103,0.011866,3135
31350,1,-3.159126,1.400532,1.343057,156.082382,3.707475,0.000702,0.001556,-0.000702,-0.001556,0.001707,5.053967,0.002044,0.000098,0.011512,3136
31360,1,-3.159120,1.406696,1.343845,155.988266,3.710087,0.000731,0.001442,-0.000731,-0.001442,0.001617,5.253924,0.001930,0.000092,0.011077,3137
31370,1,-3.158995,1.412830,1.344611,155.894104,3.712589,0.000751,0.001326,-0.000751,-0.001326,0.001524,5.459022,0.001806,0.000086,0.010555,3138
31380,1,-3.158744,1.418927,1.345351,155.799896,3.714968,0.000763,0.001206,-0.000763,-0.001206,0.001427,5.667300,0.001671,0.000079,0.009942,3139
31390,1,-3.158356,1.424980,1.346063,155.705673,3.717213,0.000767,0.001083,-0.000767,-0.001083,0.001327,5.885981,0.001525,0.000072,0.009230,3140
31400,1,-3.157822,1.430985,1.346743,155.611420,3.719311,0.000762,0.000958,-0.000762,-0.000958,0.001224,6.143076,0.001367,0.000066,0.008412,3141
31410,1,-3.157131,1.436933,1.347386,155.517181,3.721250,0.000750,0.000830,-0.000750,-0.000830,0.001119,6.403991,0.001196,0.000058,0.007488,3142
31420,1,-3.156271,1.442819,1.347989,155.422943,3.723017,0.000730,0.000700,-0.000730,-0.000700,0.001011,6.670450,0.001012,0.000051,0.006449,3143
31430,1,-3.155233,1.448634,1.348549,155.328705,3.724597,0.000704,0.000568,-0.000704,-0.000568,0.000905,6.936054,0.000817,0.000043,0.005297,3144
31440,1,-3.154004,1.454371,1.349059,155.234497,3.725976,0.000673,0.000435,-0.000673,-0.000435,0.000801,7.201627,0.000608,0.000036,0.004021,3145
31450,1,-3.152573,1.460023,1.349517,155.140274,3.727140,0.000638,0.000299,-0.000638,-0.000299,0.000704,7.468791,0.000389,0.000028,0.002613,3146
31460,1,-3.150926,1.465580,1.349916,155.046082,3.728074,0.000600,0.000163,-0.000600,-0.000163,0.000621,7.734258,0.000182,0.000021,0.001082,3147
