t_ms,gps_outage,constant_vel,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_y,k_z,k_max,nis,dx_vel_n,dx_vel_e,dx_vel_d,dx_att_x,dx_att_y,dx_att_z,dx_vel_norm,dx_att_norm,dx_pos_norm,nhc_count
10000,1,1,-0.000001,25.795362,-0.005402,90.000008,25.793535,-0.000002,-0.307073,0.000002,0.307073,0.307073,0.038751,0.172060,0.172060,0.025852,-0.000000,-0.052835,0.007033,-0.000000,-0.010792,0.000000,0.053301,0.010792,0.023927,1
10010,1,1,-0.000001,25.741373,0.001603,90.000008,25.734882,-0.000001,-0.578159,0.000001,0.578159,0.578159,0.208051,0.093825,0.208051,0.681781,0.000000,-0.054246,0.007382,0.000000,-0.010676,0.000000,0.054746,0.010676,0.025198,2
10020,1,1,-0.000000,25.685352,0.008957,90.000008,25.671457,-0.000002,-0.844820,0.000002,0.844820,0.844820,0.320095,0.069033,0.320095,1.879368,0.000000,-0.058320,0.008290,0.000000,-0.010847,0.000000,0.058907,0.010847,0.028031,3
10030,1,1,-0.000000,25.624571,0.017219,90.000008,25.600365,-0.000002,-1.113667,0.000002,1.113667,1.113667,0.372005,0.058415,0.372005,3.620285,0.000001,-0.065055,0.009734,0.000000,-0.011265,0.000000,0.065779,0.011265,0.032480,4
10040,1,1,0.000000,25.556271,0.026917,90.000015,25.518450,-0.000007,-1.390131,0.000007,1.390131,1.390131,0.396073,0.053739,0.396073,5.952302,0.000002,-0.074705,0.011722,0.000000,-0.011906,0.000000,0.075619,0.011906,0.038750,5
10050,1,1,0.000002,25.477400,0.038585,90.000023,25.422058,-0.000016,-1.678808,0.000016,1.678808,1.678808,0.410214,0.052248,0.410214,8.960909,0.000003,-0.087715,0.014291,0.000001,-0.012754,0.000000,0.088872,0.012754,0.047166,6
10060,1,1,0.000005,25.384424,0.052791,90.000053,25.306870,-0.000031,-1.983502,0.000031,1.983502,1.983502,0.422227,0.052787,0.422227,12.763422,0.000007,-0.104702,0.017511,0.000002,-0.013789,0.000001,0.106157,0.013789,0.058166,7
10070,1,1,0.000013,25.273157,0.070159,90.000099,25.167734,-0.000062,-2.307104,0.000062,2.307104,2.307104,0.434683,0.054799,0.434683,17.502064,0.000016,-0.126428,0.021493,0.000004,-0.014990,0.000002,0.128242,0.014990,0.072300,8
10080,1,1,0.000029,25.138609,0.091416,90.000191,24.998571,-0.000130,-2.651337,0.000130,2.651337,2.651337,0.447718,0.057995,0.447718,23.333006,0.000033,-0.153763,0.026398,0.000008,-0.016329,0.000003,0.156013,0.016329,0.090214,9
10090,1,1,0.000063,24.974880,0.117435,90.000359,24.792339,-0.000269,-3.016355,0.000269,3.016355,3.016355,0.460430,0.062201,0.460430,30.407669,0.000069,-0.187622,0.032448,0.000017,-0.017763,0.000007,0.190407,0.017763,0.112611,10
