time_us,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,bias_ax,bias_ay,bias_az,bias_gx,bias_gy,bias_gz,nis,innov_x,innov_y,innov_z,cov_pos_x,cov_pos_y,cov_pos_z,cov_yaw,des_speed,des_heading,des_climb,pid_speed,pid_yaw,pid_alt,speed_meas,yaw_meas,climb_meas,fwd_accel,yaw_rate,vert_accel,drift_m,nav_mode,mission_state
0,0.000001,0.149998,-0.000005,0.000147,24.999617,-0.001258,0.000004,0.000026,1.570788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006250,-0.000001,-0.249999,0.000013,2.400038,2.400038,3.600017,1.000518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149998,1,0
10000,0.000003,0.365222,0.011064,0.000310,24.999262,-0.002293,0.000014,0.000033,1.570768,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.001854,-0.000004,-0.121688,0.029580,1.714420,1.714420,2.250079,1.001073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086917,3,0
20000,0.000006,0.575677,0.011305,0.000509,24.998653,-0.003454,0.000020,0.000044,1.570746,0.000002,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.004101,-0.000008,-0.177877,0.001008,1.333616,1.333616,1.636554,1.001655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138341,3,0
30000,0.000011,0.805649,0.005017,0.000674,24.998133,-0.004903,0.000025,0.000062,1.570730,0.000004,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.001761,-0.000013,-0.110021,-0.029110,1.091392,1.091392,1.286065,1.002257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090008,3,0
40000,0.000017,1.040012,0.001985,0.000952,24.997658,-0.006210,0.000026,0.000075,1.570707,0.000007,-0.000000,0.000001,-0.000000,0.000000,0.000000,0.001490,-0.000020,-0.101443,-0.016827,0.923811,0.923811,1.059385,1.002869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085824,3,0
50000,0.000025,1.292927,-0.005950,0.001239,24.997671,-0.007890,0.000024,0.000092,1.570701,0.000006,-0.000000,0.000003,-0.000000,0.000000,0.000000,0.000458,-0.000029,0.022021,-0.052343,0.801036,0.801036,0.900822,1.003484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019081,3,0
60000,0.000035,1.541461,-0.008890,0.001383,24.997463,-0.009147,0.000020,0.000106,1.570695,0.000007,-0.000000,0.000004,-0.000000,0.000000,0.000000,0.000091,-0.000039,-0.012226,-0.021815,0.707270,0.707270,0.783741,1.004094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010785,3,0
70000,0.000046,1.793288,-0.009299,0.001629,24.997580,-0.010480,0.000022,0.000115,1.570683,0.000005,-0.000000,0.000004,0.000000,0.000000,0.000000,0.000047,-0.000051,0.017545,-0.002633,0.633370,0.633370,0.693801,1.004688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015693,3,0
80000,0.000058,2.041771,-0.012656,0.001867,24.997427,-0.011992,0.000029,0.000136,1.570664,0.000007,-0.000000,0.000007,0.000000,0.000000,0.000000,0.000182,-0.000064,-0.015614,-0.031212,0.573673,0.573673,0.622594,1.005260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014121,3,0
90000,0.000072,2.286036,-0.010396,0.002046,24.996845,-0.012996,0.000025,0.000151,1.570650,0.000015,-0.000000,0.000004,0.000000,0.000000,0.000000,0.000746,-0.000079,-0.065306,0.025400,0.524487,0.524487,0.564865,1.005801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059598,3,0
100000,0.000086,2.536688,-0.013909,0.002219,24.996769,-0.014458,0.000038,0.000166,1.570638,0.000014,-0.000000,0.000010,0.000000,0.000000,0.000000,0.000244,-0.000094,0.008498,-0.039120,0.483303,0.483303,0.517162,1.006301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007814,3,0
110000,0.000102,2.784900,-0.017274,0.002441,24.996458,-0.016283,0.000037,0.000175,1.570620,0.000018,-0.000000,0.000018,0.000000,0.000000,0.000000,0.000334,-0.000111,-0.023485,-0.040307,0.448353,0.448353,0.477121,1.006754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021731,3,0
