time_us,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,bias_ax,bias_ay,bias_az,bias_gx,bias_gy,bias_gz,nis,innov_x,innov_y,innov_z,cov_pos_x,cov_pos_y,cov_pos_z,cov_yaw,des_speed,des_heading,des_climb,pid_speed,pid_yaw,pid_alt,speed_meas,yaw_meas,climb_meas,fwd_accel,yaw_rate,vert_accel,drift_m,nav_mode,mission_state
0,-0.000001,0.150001,0.000004,-0.000121,25.000214,0.000906,0.000010,-0.000001,1.570781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006250,0.000001,-0.250005,-0.000009,2.400038,2.400038,3.600017,1.000518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.150001,1,0
10000,-0.000002,0.353873,-0.023654,-0.000183,25.000471,0.001746,0.000008,-0.000005,1.570781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003519,0.000003,-0.161462,-0.063134,1.714420,1.714420,2.250079,1.001073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.115326,3,0
20000,-0.000003,0.588957,-0.016444,-0.000263,25.000767,0.002689,0.000008,-0.000007,1.570766,0.000001,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000669,0.000004,-0.067152,0.026338,1.333616,1.333616,1.636554,1.001655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052226,3,0
30000,-0.000006,0.802073,-0.026803,-0.000338,25.000547,0.003178,0.000014,-0.000015,1.570757,0.000005,0.000000,0.000001,0.000000,0.000000,-0.000000,0.005918,0.000007,-0.202845,-0.048485,1.091392,1.091392,1.286065,1.002257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.165947,3,0
40000,-0.000007,1.049253,-0.026516,-0.000318,25.000885,0.003799,0.000023,-0.000015,1.570749,0.000005,0.000000,0.000001,-0.000000,0.000000,-0.000000,0.000048,0.000009,-0.018379,0.001410,0.923811,0.923811,1.059385,1.002869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015549,3,0
50000,-0.000009,1.285043,-0.026876,-0.000351,25.000729,0.004410,0.000027,-0.000005,1.570744,0.000010,0.000000,0.000001,-0.000000,0.000000,-0.000000,0.001640,0.000011,-0.106531,-0.002689,0.801036,0.801036,0.900822,1.003484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092308,3,0
60000,-0.000012,1.522823,-0.030307,-0.000357,25.000580,0.004973,0.000033,0.000004,1.570729,0.000016,0.000000,0.000002,-0.000000,0.000000,-0.000000,0.001686,0.000013,-0.103773,-0.026662,0.707270,0.707270,0.783741,1.004094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091541,3,0
70000,-0.000014,1.776650,-0.031542,-0.000409,25.001398,0.005540,0.000041,0.000013,1.570719,0.000013,0.000000,0.000003,-0.000000,0.000000,-0.000000,0.000213,0.000016,0.036147,-0.011166,0.633370,0.633370,0.693801,1.004688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032331,3,0
80000,-0.000016,2.028663,-0.029090,-0.000387,25.002037,0.006398,0.000054,0.000022,1.570709,0.000011,0.000000,0.000001,-0.000000,0.000000,-0.000000,0.000145,0.000018,0.020859,0.023029,0.573673,0.573673,0.622594,1.005260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018865,3,0
90000,-0.000019,2.277597,-0.029360,-0.000510,25.002470,0.007241,0.000058,0.000022,1.570711,0.000013,0.000000,0.000001,-0.000000,0.000000,-0.000000,0.000026,0.000021,-0.012492,-0.003639,0.524488,0.524488,0.564865,1.005801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011400,3,0
