time_us,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,bias_ax,bias_ay,bias_az,bias_gx,bias_gy,bias_gz,nis,innov_x,innov_y,innov_z,cov_pos_x,cov_pos_y,cov_pos_z,cov_yaw,des_speed,des_heading,des_climb,pid_speed,pid_yaw,pid_alt,speed_meas,yaw_meas,climb_meas,fwd_accel,yaw_rate,vert_accel,drift_m,nav_mode,mission_state
0,0.000000,0.149997,0.000002,0.000056,24.999458,0.000380,0.000011,-0.000009,1.570788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006250,-0.000001,-0.249997,-0.000004,2.400038,2.400038,3.600017,1.000518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149997,1,0
10000,0.000002,0.342498,-0.010016,0.000247,24.998678,0.000813,0.000023,-0.000007,1.570790,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.004893,-0.000003,-0.201198,-0.026735,1.714420,1.714420,2.250079,1.001073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143708,3,0
20000,0.000004,0.557997,-0.016976,0.000291,24.997837,0.001094,0.000040,-0.000013,1.570778,0.000002,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.003199,-0.000005,-0.155144,-0.025561,1.333616,1.333616,1.636554,1.001655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120660,3,0
30000,0.000007,0.802024,-0.003208,0.000426,24.997330,0.001442,0.000052,-0.000022,1.570780,0.000003,-0.000000,-0.000001,0.000000,0.000000,0.000000,0.000685,-0.000008,-0.032693,0.064175,1.091392,1.091392,1.286065,1.002257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026746,3,0
40000,0.000011,1.036935,-0.009568,0.000612,24.996510,0.001481,0.000057,-0.000026,1.570768,0.000005,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.001528,-0.000013,-0.097806,-0.036110,0.923811,0.923811,1.059385,1.002869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082747,3,0
50000,0.000016,1.284941,-0.005580,0.000790,24.996058,0.001837,0.000077,-0.000037,1.570770,0.000006,-0.000000,-0.000001,0.000000,0.000000,0.000000,0.000130,-0.000019,-0.014645,0.026451,0.801036,0.801036,0.900822,1.003484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012690,3,0
60000,0.000022,1.527371,-0.006648,0.000931,24.995411,0.002262,0.000088,-0.000038,1.570759,0.000010,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000610,-0.000025,-0.063859,-0.008359,0.707270,0.707270,0.783741,1.004094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056331,3,0
70000,0.000030,1.776467,-0.003600,0.001126,24.994987,0.002865,0.000096,-0.000050,1.570757,0.000010,-0.000000,-0.000002,0.000000,0.000000,0.000000,0.000110,-0.000034,-0.008098,0.026132,0.633370,0.633370,0.693801,1.004688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007243,3,0
80000,0.000039,2.034134,-0.005674,0.001270,24.995283,0.003056,0.000113,-0.000058,1.570762,0.000002,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.001044,-0.000043,0.080752,-0.020299,0.573673,0.573673,0.622594,1.005260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073031,3,0
90000,0.000048,2.285995,-0.004141,0.001345,24.995092,0.003657,0.000125,-0.000070,1.570748,-0.000001,-0.000000,-0.000002,0.000000,-0.000000,-0.000000,0.000111,-0.000052,0.021871,0.015904,0.524488,0.524488,0.564865,1.005801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019960,3,0
100000,0.000058,2.533429,-0.004497,0.001525,24.994410,0.003860,0.000129,-0.000083,1.570744,0.000004,-0.000000,-0.000002,0.000000,-0.000000,-0.000000,0.000152,-0.000063,-0.031199,-0.004580,0.483303,0.483303,0.517162,1.006301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028686,3,0
110000,0.000068,2.780375,0.000134,0.001582,24.993671,0.004603,0.000138,-0.000087,1.570744,0.000012,-0.000000,-0.000012,0.000000,0.000000,0.000000,0.000759,-0.000074,-0.040079,0.057725,0.448354,0.448354,0.477121,1.006754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037084,3,0
120000,0.000079,3.029700,0.000050,0.001631,24.993206,0.004692,0.000145,-0.000095,1.570730,0.000014,-0.000000,-0.000012,0.000000,0.000000,0.000000,0.000012,-0.000085,-0.008713,-0.001774,0.418359,0.418359,0.443071,1.007150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008106,3,0
130000,0.000089,3.287455,0.003870,0.001704,24.994415,0.005632,0.000151,-0.000085,1.570717,-0.000017,-0.000000,-0.000025,0.000000,-0.000000,-0.000000,0.002694,-0.000096,0.119665,0.054670,0.392369,0.392369,0.413797,1.007481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111839,3,0
140000,0.000101,3.544809,0.007258,0.001873,24.995617,0.006371,0.000168,-0.000070,1.570704,-0.000052,-0.000000,-0.000040,0.000000,-0.000001,-0.000000,0.002677,-0.000108,0.120325,0.051443,0.369667,0.369667,0.388393,1.007739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.112912,3,0
150000,0.000114,3.797202,0.008647,0.002004,24.995817,0.007074,0.000170,-0.000072,1.570691,-0.000067,-0.000000,-0.000047,0.000000,-0.000001,-0.000000,0.000349,-0.000122,0.041869,0.021656,0.349695,0.349695,0.366172,1.007915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039429,3,0
160000,0.000129,4.046508,0.007082,0.002242,24.995369,0.006804,0.000181,-0.000080,1.570693,-0.000062,-0.000000,-0.000037,0.000000,-0.000001,-0.000000,0.000148,-0.000137,-0.011737,-0.028335,0.332021,0.332021,0.346600,1.008002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011089,3,0
170000,0.000145,4.302608,0.009137,0.002373,24.996902,0.007696,0.000196,-0.000065,1.570693,-0.000112,-0.000000,-0.000052,0.000000,-0.000002,-0.000000,0.002354,-0.000153,0.116661,0.036137,0.316298,0.316298,0.329260,1.007991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110511,3,0
180000,0.000161,4.559568,0.011424,0.002437,24.998770,0.008808,0.000200,-0.000045,1.570698,-0.000178,-0.000000,-0.000071,0.000000,-0.000004,-0.000000,0.003332,-0.000169,0.138851,0.042164,0.302247,0.302247,0.313817,1.007875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131856,3,0
190000,0.000177,4.816324,0.009043,0.002497,25.000774,0.008216,0.000211,-0.000024,1.570695,-0.000252,-0.000000,-0.000046,0.000000,-0.000006,-0.000000,0.003509,-0.000186,0.140299,-0.049420,0.289642,0.289642,0.300003,1.007645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133526,3,0
200000,0.000194,5.067379,0.010295,0.002678,25.000771,0.008940,0.000231,-0.000028,1.570700,-0.000265,-0.000001,-0.000060,0.000000,-0.000006,-0.000000,0.000176,-0.000204,0.022676,0.024340,0.278296,0.278296,0.287598,1.007295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021624,3,0
210000,0.000212,5.321390,0.012349,0.002724,25.002205,0.009885,0.000240,-0.000023,1.570689,-0.000323,-0.000001,-0.000087,0.000000,-0.000008,-0.000000,0.001569,-0.000222,0.089682,0.042601,0.268055,0.268055,0.276421,1.006816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085676,3,0
220000,0.000229,5.572895,0.011684,0.002770,25.002537,0.009972,0.000261,-0.000022,1.570682,-0.000347,-0.000001,-0.000075,0.000000,-0.000009,-0.000000,0.000237,-0.000239,0.034445,-0.017303,0.258789,0.258789,0.266321,1.006202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032960,3,0
230000,0.000248,5.826303,0.011870,0.002918,25.003971,0.010189,0.000278,-0.000005,1.570681,-0.000409,-0.000001,-0.000076,0.000000,-0.000011,-0.000000,0.001052,-0.000258,0.081121,0.001972,0.250388,0.250388,0.257172,1.005446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077736,3,0
240000,0.000267,6.082237,0.012835,0.003065,25.006849,0.010712,0.000284,0.000031,1.570685,-0.000529,-0.000001,-0.000093,0.000000,-0.000015,-0.000000,0.003467,-0.000278,0.145762,0.020802,0.242758,0.242758,0.248866,1.004541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139865,3,0
