time_us,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,bias_ax,bias_ay,bias_az,bias_gx,bias_gy,bias_gz,nis,innov_x,innov_y,innov_z,cov_pos_x,cov_pos_y,cov_pos_z,cov_yaw,des_speed,des_heading,des_climb,pid_speed,pid_yaw,pid_alt,speed_meas,yaw_meas,climb_meas,fwd_accel,yaw_rate,vert_accel,drift_m,nav_mode,mission_state
0,-0.000001,0.150002,-0.000001,-0.000212,25.000370,-0.000317,0.000011,0.000009,1.570810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006250,0.000002,-0.250006,0.000003,2.400038,2.400038,3.600017,1.000518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.150002,1,0
10000,-0.000004,0.359555,0.010744,-0.000445,25.000643,-0.000563,0.000022,0.000016,1.570820,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.002472,0.000006,-0.141585,0.028668,1.714420,1.714420,2.250079,1.001073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101129,3,0
20000,-0.000009,0.571286,0.030714,-0.000724,25.000748,-0.000819,0.000026,0.000036,1.570828,0.000002,0.000000,-0.000001,-0.000000,0.000000,-0.000000,0.004495,0.000011,-0.172231,0.073253,1.333616,1.333616,1.636554,1.001655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133949,3,0
30000,-0.000016,0.794847,0.028950,-0.001069,25.000696,-0.001372,0.000032,0.000058,1.570828,0.000004,0.000000,-0.000001,-0.000000,0.000000,-0.000000,0.002892,0.000020,-0.145415,-0.008167,1.091392,1.091392,1.286065,1.002257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118964,3,0
40000,-0.000025,1.024777,0.035612,-0.001380,25.000574,-0.001826,0.000050,0.000077,1.570845,0.000008,0.000000,-0.000002,-0.000000,0.000000,-0.000000,0.002595,0.000030,-0.130429,0.037845,0.923811,0.923811,1.059385,1.002869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110347,3,0
50000,-0.000037,1.263834,0.036168,-0.001730,25.000721,-0.002342,0.000050,0.000086,1.570850,0.000012,0.000000,-0.000002,-0.000000,0.000000,-0.000000,0.000974,0.000042,-0.082054,0.003860,0.801036,0.801036,0.900822,1.003484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071099,3,0
60000,-0.000051,1.501770,0.035019,-0.002062,25.000530,-0.002680,0.000062,0.000093,1.570862,0.000018,0.000000,-0.000001,-0.000000,0.000000,-0.000000,0.001554,0.000057,-0.102443,-0.008601,0.707270,0.707270,0.783741,1.004094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090367,3,0
70000,-0.000065,1.749426,0.033266,-0.002254,25.000982,-0.003049,0.000074,0.000099,1.570861,0.000020,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000107,0.000073,-0.022316,-0.014899,0.633370,0.633370,0.693801,1.004688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019960,3,0
80000,-0.000082,2.005940,0.035193,-0.002567,25.002148,-0.003546,0.000085,0.000109,1.570873,0.000013,0.000000,-0.000002,-0.000000,0.000000,-0.000000,0.000750,0.000091,0.067966,0.018919,0.573673,0.573673,0.622594,1.005260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.061467,3,0
90000,-0.000101,2.253385,0.035493,-0.002818,25.002356,-0.004168,0.000099,0.000123,1.570873,0.000017,0.000000,-0.000002,-0.000000,0.000000,-0.000000,0.000135,0.000111,-0.029528,0.003640,0.524488,0.524488,0.564865,1.005801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026947,3,0
100000,-0.000122,2.500319,0.039197,-0.003142,25.002590,-0.004380,0.000105,0.000138,1.570876,0.000022,0.000000,-0.000009,-0.000000,0.000000,-0.000000,0.000515,0.000132,-0.038429,0.043524,0.483303,0.483303,0.517162,1.006301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035334,3,0
110000,-0.000143,2.752794,0.037623,-0.003333,25.003489,-0.005063,0.000121,0.000149,1.570892,0.000016,0.000000,-0.000005,-0.000000,0.000000,-0.000000,0.000221,0.000155,0.032697,-0.019182,0.448353,0.448353,0.477121,1.006754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030254,3,0
120000,-0.000168,3.006916,0.040775,-0.003656,25.004791,-0.005216,0.000123,0.000164,1.570902,0.000004,0.000000,-0.000015,-0.000000,-0.000000,0.000000,0.000822,0.000180,0.058517,0.043452,0.418358,0.418358,0.443071,1.007150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054437,3,0
130000,-0.000193,3.263676,0.039759,-0.003946,25.006554,-0.005898,0.000134,0.000194,1.570906,-0.000023,0.000000,-0.000011,-0.000000,-0.000001,0.000000,0.001669,0.000207,0.102568,-0.013894,0.392369,0.392369,0.413797,1.007481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.095861,3,0
